database,schema,table,layer,status,source_family,domain,row_count_live,row_count_error,bytes,column_count,grain,spine_wired,has_entity_grade_key,carries_measured_spine_edge,created,last_altered,data_quality_flags
LIBRARY_RAW,LANDING,FED_SEC_13F_POSITIONS,landing,active,FED_SEC,,3822885,,77054976,18,one row = one security position held by one filer in one quarter,False,False,False,2026-07-27 13:49:05.871000-07:00,2026-07-27 13:49:22.140000-07:00,
LIBRARY_RAW,LANDING,FED_USASPENDING_CONTRACTS_FULL_R2,landing,active,FED_USASPENDING,,63729002,,6726279168,39,,False,True,False,2026-08-23 07:45:32.678000-07:00,2026-08-23 21:43:11.803000-07:00,"known in-flight loader as of 2026-08-24 -- row count is a moving target, not final"
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_FB2953F9B7,landing,active,PORTAL_ARC,,2000,,333824,112,one row = one record,False,False,False,2026-06-23 22:36:29.392000-07:00,2026-07-01 09:08:27.600000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_LA_COUNTY_OPEN_D_86C98732BB,landing,active,PORTAL_ARC,,146,,20480,18,one row = one record,False,False,False,2026-06-23 22:20:30.110000-07:00,2026-07-01 09:06:58.924000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_BALTIMORE_751D91C991,landing,active,PORTAL_ARC,,62,,9216,16,one row = one record,False,True,False,2026-06-23 21:31:58.009000-07:00,2026-07-01 09:07:36.476000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_DATA_MINNEA_BE5550EBF6,landing,active,PORTAL_ARC,,2000,,228864,24,one row = one record,False,True,False,2026-06-23 21:37:41.629000-07:00,2026-07-01 09:07:50.372000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_289E71C579,landing,active,PORTAL_ARC,,2000,,915968,78,one row = one record,False,True,False,2026-06-23 22:06:12.143000-07:00,2026-07-01 09:08:20.167000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_8AB8EAF3DF,landing,active,PORTAL_ARC,,2000,,1264640,127,one row = one record,False,True,False,2026-06-23 22:03:32.531000-07:00,2026-07-01 09:07:55.984000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_1424436F0D,landing,active,PORTAL_CKA,,10000,,262656,14,one row = one record,False,False,False,2026-07-02 16:04:47.144000-07:00,2026-07-02 16:04:49.122000-07:00,
LIBRARY_RAW,LANDING,FED_FEC_CAND_CMTE_LINKAGE,landing,active,FED_FEC,,30536,,510464,10,one row = one candidate-committee link,False,False,False,2026-07-23 19:13:13.431000-07:00,2026-07-23 19:13:20.353000-07:00,
LIBRARY_RAW,LANDING,FED_HRSA_UDS_TABLE3A_PATIENTS,landing,active,FED_HRSA,,1357,,340992,83,one row = one health center's patient demographics for the reporting year,False,False,False,2026-08-05 14:43:54.232000-07:00,2026-08-05 14:43:57.238000-07:00,
LIBRARY_RAW,LANDING,FED_PHMSA_FLAGGED_INCIDENTS,landing,active,FED_PHMSA,,2039,,2582528,627,"one row = one flagged pipeline incident (failure, explosion, leak)",False,False,False,2026-08-10 13:45:39.829000-07:00,2026-08-10 13:45:45.387000-07:00,
LIBRARY_RAW,LANDING,INTL_GEM_HAZARD,landing,active,INTL_GEM,,12,,2048,12,one row = one geographic grid point or administrative unit with associated seismic hazard value,False,False,False,2026-07-02 13:13:27.631000-07:00,2026-07-12 12:09:08.734000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_MARICOPA_COUNTY_91150B6A88,landing,active,PORTAL_ARC,,195,,155136,7,one row = one record,False,True,False,2026-06-23 21:50:06.082000-07:00,2026-07-01 09:07:08.998000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_NEW_HAMPSHIRE_GE_6731F28D87,landing,active,PORTAL_ARC,,2000,,410112,65,one row = one record,False,True,False,2026-06-23 22:05:45.308000-07:00,2026-07-01 09:07:49.659000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_0F83B7C628,landing,active,PORTAL_ARC,,142,,69120,89,one row = one record,False,True,False,2026-06-23 21:49:32.141000-07:00,2026-07-01 09:07:00.136000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_81514E21D3,landing,active,PORTAL_ARC,,2000,,972800,74,one row = one record,False,True,False,2026-06-23 22:04:56.388000-07:00,2026-07-01 09:07:37.401000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_49D5A45DE1,landing,active,PORTAL_CKA,,1,,1536,14,one row = one record,False,False,False,2026-07-02 14:05:16.797000-07:00,2026-07-02 14:05:18.696000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_CC3CA4C413,landing,active,PORTAL_CKA,,9788,,352256,22,one row = one record,False,False,False,2026-07-02 15:48:56.843000-07:00,2026-07-02 15:48:59.127000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_HOUSTON_OPEN_DAT_1629EF6392,landing,active,PORTAL_CKA,,15,,4096,23,one row = one record,False,False,False,2026-07-02 16:08:23.234000-07:00,2026-07-02 16:08:25.044000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_OKLAHOMA_OPEN_DA_3C2B4D89D6,landing,active,PORTAL_CKA,,10000,,216576,14,one row = one record,False,False,False,2026-07-02 16:57:48.576000-07:00,2026-07-02 16:57:50.387000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_OKLAHOMA_OPEN_DA_DE6EE9058E,landing,active,PORTAL_CKA,,10000,,451584,15,one row = one record,False,False,False,2026-07-02 16:42:52.114000-07:00,2026-07-02 16:42:53.878000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_9770EB9EBD,landing,active,PORTAL_CKA,,14,,2560,12,one row = one record,False,False,False,2026-07-02 14:14:59.609000-07:00,2026-07-02 14:15:01.194000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_OPEN_DATA_SA_DC31E10278,landing,active,PORTAL_CKA,,40,,4096,9,one row = one record,False,False,False,2026-07-02 14:21:04.649000-07:00,2026-07-02 14:21:06.835000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_SAN_JOSE_OPEN_DA_E2D21C0535,landing,active,PORTAL_CKA,,246,,38912,23,one row = one record,False,False,False,2026-07-02 14:37:39.821000-07:00,2026-07-02 14:37:41.881000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_SAN_JOSE_OPEN_DA_E55BABFE84,landing,active,PORTAL_CKA,,31,,5632,17,one row = one record,False,False,False,2026-07-02 14:19:26.264000-07:00,2026-07-02 14:19:27.669000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_82D49E467F,landing,active,PORTAL_CKA,,645,,2004992,9,one row = one record,False,False,False,2026-07-02 14:45:24.070000-07:00,2026-07-02 14:45:25.787000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_B26184ED51,landing,active,PORTAL_CKA,,602,,15360,8,one row = one record,False,False,False,2026-07-02 14:44:28.162000-07:00,2026-07-02 14:44:29.761000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_B98322D4CC,landing,active,PORTAL_CKA,,24,,3072,9,one row = one record,False,False,False,2026-07-02 14:17:30.494000-07:00,2026-07-02 14:17:32.381000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_F9C1429AB4,landing,active,PORTAL_CKA,,306,,25088,21,one row = one record,False,False,False,2026-07-02 14:39:10.083000-07:00,2026-07-02 14:39:11.922000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_FD81B4FB82,landing,active,PORTAL_CKA,,1194,,62464,19,one row = one record,False,False,False,2026-07-02 14:51:19.656000-07:00,2026-07-02 14:51:21.290000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_145B5F2466,landing,active,PORTAL_CKA,,10000,,725504,21,one row = one record,False,False,False,2026-07-02 15:24:26.528000-07:00,2026-07-02 15:24:28.512000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_49ED6437BF,landing,active,PORTAL_CKA,,10000,,351232,23,one row = one record,False,False,False,2026-07-02 15:34:01.497000-07:00,2026-07-02 15:34:03.658000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_4FC34000CE,landing,active,PORTAL_CKA,,1044,,102400,15,one row = one record,False,False,False,2026-07-02 16:24:13.716000-07:00,2026-07-02 16:24:15.797000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_F60A9EDCBD,landing,active,PORTAL_CKA,,828,,12800,12,one row = one record,False,False,False,2026-07-02 14:47:30.612000-07:00,2026-07-02 14:47:32.499000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_2065CE1D57,landing,active,PORTAL_SOC,,17,,6656,39,one row = one record,False,False,False,2026-06-23 22:51:49.048000-07:00,2026-07-01 09:07:42.747000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_598E83DA4D,landing,active,PORTAL_SOC,,529,,77824,100,one row = one record,False,False,False,2026-06-26 20:46:20.845000-07:00,2026-07-01 09:08:35.615000-07:00,
LIBRARY_RAW,LANDING,XC_OWID_LIFE_EXPECTANCY,landing,active,XC_OWID,,21565,,268800,7,one row = one entity-year observation,False,False,False,2026-06-27 20:21:09.802000-07:00,2026-07-12 12:08:55.604000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_LA_COUNTY_OPEN_D_D75E8EA051,landing,active,PORTAL_ARC,,385,,79360,40,one row = one record,False,False,False,2026-06-23 22:23:31.744000-07:00,2026-07-01 09:07:23.895000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_ORANGE_COUNTY_OP_EA54EC8366,landing,active,PORTAL_ARC,,72,,11776,31,one row = one record,False,False,False,2026-06-23 22:18:26.909000-07:00,2026-07-01 09:07:41.045000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_8896D12631,landing,active,PORTAL_ARC,,2000,,914944,79,one row = one record,False,True,False,2026-06-23 22:06:02.197000-07:00,2026-07-01 09:07:25.937000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_CB7C3747FC,landing,active,PORTAL_CKA,,1513,,117760,16,one row = one record,False,False,False,2026-07-02 14:55:21.618000-07:00,2026-07-02 14:55:23.297000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_TAMPA_OPEN_DATA_DDBAF3B966,landing,active,PORTAL_CKA,,88,,5120,13,one row = one record,False,False,False,2026-07-02 16:14:48.569000-07:00,2026-07-02 16:14:50.286000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_F5E7848C24,landing,active,PORTAL_CKA,,1,,28160,6,one row = one record,False,False,False,2026-07-02 14:05:28.967000-07:00,2026-07-02 14:05:31.529000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_65D88E2BEF,landing,active,PORTAL_CKA,,4485,,214528,22,one row = one record,False,False,False,2026-07-02 15:07:43.950000-07:00,2026-07-02 15:07:45.798000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_9BB7597D03,landing,active,PORTAL_CKA,,2103,,55296,8,one row = one record,False,False,False,2026-07-02 15:03:11.340000-07:00,2026-07-02 15:03:13.192000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_B488BFAB9D,landing,active,PORTAL_CKA,,1431,,976384,15,one row = one record,False,False,False,2026-07-02 14:54:23.328000-07:00,2026-07-02 14:54:25.501000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_COLORADO_INFORMA_B4DD509314,landing,active,PORTAL_SOC,,2000,,270848,47,one row = one record,False,True,False,2026-06-23 21:41:46.756000-07:00,2026-07-01 09:07:01.358000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_A4022A1A2D,landing,active,PORTAL_SOC,,468,,49664,95,one row = one record,False,False,False,2026-06-23 22:43:16.879000-07:00,2026-07-01 09:07:43.232000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_AD1173EDF2,landing,active,PORTAL_SOC,,2000,,212480,24,one row = one record,False,False,False,2026-06-23 22:37:48.197000-07:00,2026-07-01 09:07:58.487000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_SAN_JOSE_OPEN_DA_98849B65EE,landing,active,PORTAL_CKA,,1616,,215552,48,one row = one record,False,False,False,2026-07-02 14:55:33.509000-07:00,2026-07-02 14:55:35.473000-07:00,
LIBRARY_RAW,LANDING,PORTAL_SOC_UTAH_OPEN_DATA_P_E7A8212053,landing,active,PORTAL_SOC,,116,,7168,9,one row = one record,False,False,False,2026-06-23 22:39:46.217000-07:00,2026-07-01 09:07:20.892000-07:00,
LIBRARY_RAW,LANDING,FED_CFPB_HMDA_HISTORIC,landing,active,FED_CFPB,,19136434,,1012290048,81,,False,False,False,2026-08-05 17:02:58.393000-07:00,2026-08-05 17:28:11.574000-07:00,
LIBRARY_RAW,LANDING,FED_COURTLISTENER_JUDGE_RACES,landing,active,FED_COURTLISTENER,,6542,,78848,6,,True,True,False,2026-08-11 17:04:21.844000-07:00,2026-08-11 17:04:23.440000-07:00,
LIBRARY_RAW,LANDING,FED_EIA861_FRAME,landing,active,FED_EIA861,,3412,,77312,24,,False,False,False,2026-08-05 14:39:16.737000-07:00,2026-08-05 14:39:18.906000-07:00,
LIBRARY_RAW,LANDING,FED_EPA_AQS_SITES,landing,active,FED_EPA,,20994,,1478144,31,,False,False,False,2026-08-07 11:55:28.119000-07:00,2026-08-07 11:55:30.465000-07:00,
LIBRARY_RAW,LANDING,FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS,landing,active,FED_EPA,,478855,,10059776,14,,True,True,False,2026-08-06 12:20:39.421000-07:00,2026-08-22 16:07:00.336000-07:00,
LIBRARY_RAW,LANDING,FED_EPA_RCRA_RCRA_VIOSNC_HISTORY,landing,active,FED_EPA,,2675581,,4619264,8,,False,False,False,2026-08-05 21:46:44.650000-07:00,2026-08-05 21:46:58.614000-07:00,
LIBRARY_RAW,LANDING,FED_EPA_ENVIROFACTS,landing,active,FED_EPA,,5000,,121856,17,"one row = one record in a queried EPA database table (varies by table: facility, site, permit, release, etc.)",False,True,False,2026-07-01 17:10:45.263000-07:00,2026-07-01 17:10:47.181000-07:00,
LIBRARY_RAW,LANDING,FED_FAC_SINGLE_AUDIT,landing,active,FED_FAC,,411638,,31447040,30,one row = one single audit submission,True,True,False,2026-07-26 08:50:02.297000-07:00,2026-07-26 08:50:20.456000-07:00,
LIBRARY_RAW,LANDING,FED_FDA_DEVICE_ENFORCEMENT,landing,active,FED_FDA,,20,,97443328,4,recall events (in RAW:results),False,False,False,2026-08-10 11:56:08.266000-07:00,2026-08-10 11:57:01.173000-07:00,
LIBRARY_RAW,LANDING,FED_FEC_BULK_COMMITTEES,landing,active,FED_FEC,,20007,,1331200,19,one row = one committee-cycle,True,True,False,2026-06-29 19:21:27.504000-07:00,2026-07-12 12:09:10.641000-07:00,
LIBRARY_RAW,LANDING,FED_HUD_MF_SECTION8_CONTRACTS,landing,active,FED_HUD,,24309,,1984000,34,,False,False,False,2026-08-07 13:20:38.566000-07:00,2026-08-07 13:20:41.665000-07:00,
LIBRARY_RAW,LANDING,FED_ICE_DETENTION_FACILITY_LIST,landing,active,FED_ICE,,165,,7168,8,facility,False,False,False,2026-08-05 15:03:39.588000-07:00,2026-08-05 15:03:41.361000-07:00,
LIBRARY_RAW,LANDING,FED_SEC_DERA_SUB_2026Q1,landing,active,FED_SEC,,6169,,808448,39,,True,True,False,2026-07-26 13:16:52.263000-07:00,2026-07-26 13:16:54.406000-07:00,
LIBRARY_RAW,LANDING,INTL_OWID_MILSPEND,landing,active,INTL_OWID,,9112,,139264,8,"one row = one country (or OWID region) per year, with constant-2024-USD military spending",False,False,False,2026-06-27 19:57:09.396000-07:00,2026-07-12 12:08:58.042000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_05328F7540,landing,active,PORTAL_ARC,,2000,,2031616,23,one row = one record,False,True,False,2026-06-23 21:54:07.790000-07:00,2026-07-01 09:07:21.067000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_898CD032B3,landing,active,PORTAL_ARC,,109,,16384,27,one row = one record,False,False,False,2026-06-23 22:19:41.619000-07:00,2026-07-01 09:07:06.842000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_COLUMBUS_GIS_OPE_8259461C2A,landing,active,PORTAL_ARC,,2000,,237568,35,one row = one record,False,True,False,2026-06-23 21:35:54.930000-07:00,2026-07-01 09:07:45.102000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_F9118D0DEE,landing,active,PORTAL_ARC,,1164,,430080,124,one row = one record,False,False,False,2026-06-23 22:30:38.975000-07:00,2026-07-01 09:07:23.650000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_OPEN_DATA_RALEIG_F18F09F22F,landing,active,PORTAL_ARC,,2,,2048,22,one row = one record,False,False,False,2026-06-23 22:11:44.867000-07:00,2026-07-01 09:07:36.968000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_EC706EAD4C,landing,active,PORTAL_ARC,,437,,546816,78,one row = one record,False,True,False,2026-06-23 21:51:08.702000-07:00,2026-07-01 09:07:37.827000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_ANALYZE_BOSTON_03ECD5C73D,landing,active,PORTAL_CKA,,10000,,660480,13,one row = one record,False,False,False,2026-07-02 15:52:43.473000-07:00,2026-07-02 15:52:45.369000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_59AFD10B01,landing,active,PORTAL_CKA,,10000,,956416,25,one row = one record,False,False,False,2026-07-02 16:40:44.722000-07:00,2026-07-02 16:40:46.942000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_INDIANA_DATA_HUB_7747EFE139,landing,active,PORTAL_CKA,,10000,,852480,14,one row = one record,False,False,False,2026-07-02 15:52:35.317000-07:00,2026-07-02 15:52:37.208000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_SAN_JOSE_OPEN_DA_5A544B8D01,landing,active,PORTAL_CKA,,1336,,86016,24,one row = one record,False,False,False,2026-07-02 14:53:27.876000-07:00,2026-07-02 14:53:29.842000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_305157E72F,landing,active,PORTAL_CKA,,1026,,101376,38,one row = one record,False,False,False,2026-07-02 14:49:08.768000-07:00,2026-07-02 14:49:10.619000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WPRDC_ALLEGHENY_8E6BDE379C,landing,active,PORTAL_CKA,,420,,34816,28,one row = one record,False,False,False,2026-07-02 14:41:49.272000-07:00,2026-07-02 14:41:51.196000-07:00,
LIBRARY_RAW,LANDING,FED_EPA_RCRA_RCRA_ENFORCEMENTS,landing,active,FED_EPA,,383519,,4120064,14,,False,False,False,2026-08-05 21:45:03.664000-07:00,2026-08-05 21:45:09.098000-07:00,
LIBRARY_RAW,LANDING,FED_ITIS_OTHER_SOURCES,landing,active,FED_ITIS,,1071,,81408,11,,False,False,False,2026-08-07 21:46:20.018000-07:00,2026-08-07 21:46:21.643000-07:00,
LIBRARY_RAW,LANDING,FED_SAM_EXCLUSIONS_FULL_R2,landing,active,FED_SAM,,168328,,8555520,34,,False,True,False,2026-08-23 07:33:16.721000-07:00,2026-08-23 07:33:22.027000-07:00,"known in-flight loader as of 2026-08-24 -- row count is a moving target, not final"
LIBRARY_RAW,LANDING,INTL_EC_SERCOP,landing,active,INTL_EC,,132995,,9296896,33,one row = one contracting process (tender/award/contract lifecycle),False,False,False,2026-06-17 19:03:23.905000-07:00,2026-07-12 12:08:45.904000-07:00,
LIBRARY_RAW,LANDING,INTL_WB_IDS,landing,active,INTL_WB,,62983,,9874432,72,"one row = one debtor-country x debt-series x counterpart-area (creditor) x year observation (external debt stock or flow, current US$)",False,False,False,2026-06-27 21:13:16.542000-07:00,2026-07-12 12:09:02.689000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_ATLANTA_DATAATLA_A9FA6B1C3C,landing,active,PORTAL_ARC,,35,,10752,37,one row = one record,False,False,False,2026-06-23 22:16:18.077000-07:00,2026-07-01 09:08:13.802000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_HARRIS_COUNTY_OP_2D6F9D0DA7,landing,active,PORTAL_ARC,,2000,,285184,40,one row = one record,False,False,False,2026-06-23 22:33:18.156000-07:00,2026-07-01 09:07:10.309000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_LA_COUNTY_OPEN_D_73B029DCD6,landing,active,PORTAL_ARC,,1801,,185856,27,one row = one record,False,False,False,2026-06-23 22:31:17.751000-07:00,2026-07-01 09:07:10.729000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TN_DATA_TENNESSE_B3E1127384,landing,active,PORTAL_ARC,,2000,,239104,27,one row = one record,False,False,False,2026-06-23 22:33:08.161000-07:00,2026-07-01 09:08:16.429000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_172A59FDF6,landing,active,PORTAL_ARC,,4,,4608,37,one row = one record,False,False,False,2026-06-23 22:12:15.545000-07:00,2026-07-01 09:07:34.932000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_28F95EBB76,landing,active,PORTAL_ARC,,23,,17408,78,one row = one record,False,True,False,2026-06-23 21:47:12.945000-07:00,2026-07-01 09:07:00.425000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_63C0193FF1,landing,active,PORTAL_ARC,,18,,36864,78,one row = one record,False,True,False,2026-06-23 21:47:02.413000-07:00,2026-07-01 09:07:47.419000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_7F7E374C68,landing,active,PORTAL_ARC,,1844,,886784,79,one row = one record,False,True,False,2026-06-23 21:54:53.024000-07:00,2026-07-01 09:08:31.939000-07:00,
LIBRARY_RAW,LANDING,PORTAL_ARC_TUCSON_OPEN_DATA_CDD4037DF8,landing,active,PORTAL_ARC,,2000,,980480,101,one row = one record,False,True,False,2026-06-23 22:05:27.547000-07:00,2026-07-01 09:07:12.963000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_ANALYZE_BOSTON_7A1246D4B5,landing,active,PORTAL_CKA,,10000,,202752,8,one row = one record,False,False,False,2026-07-02 16:46:29.885000-07:00,2026-07-02 16:46:31.606000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_CALIFORNIA_OPEN_35E42B9770,landing,active,PORTAL_CKA,,10000,,1381376,37,one row = one record,False,False,False,2026-07-02 16:51:28.924000-07:00,2026-07-02 16:51:31.267000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_HOUSTON_OPEN_DAT_F572136326,landing,active,PORTAL_CKA,,15,,2048,8,one row = one record,False,False,False,2026-07-02 16:07:48.001000-07:00,2026-07-02 16:07:49.576000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_INDIANA_DATA_HUB_50ECCF3529,landing,active,PORTAL_CKA,,77,,4096,6,one row = one record,False,False,False,2026-07-02 16:14:13.541000-07:00,2026-07-02 16:14:15.256000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_INDIANA_DATA_HUB_948340249F,landing,active,PORTAL_CKA,,77,,4096,6,one row = one record,False,False,False,2026-07-02 16:14:08.539000-07:00,2026-07-02 16:14:10.152000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_ISRAEL_NATIONAL_6272F09A75,landing,active,PORTAL_CKA,,17,,3584,13,one row = one record,False,False,False,2026-07-02 14:15:36.328000-07:00,2026-07-02 14:15:38.042000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_TAMPA_OPEN_DATA_456EC0ADDB,landing,active,PORTAL_CKA,,829,,22528,13,one row = one record,False,False,False,2026-07-02 16:23:31.493000-07:00,2026-07-02 16:23:33.289000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_VIRGINIA_OPEN_DA_8A70DE2FB1,landing,active,PORTAL_CKA,,10000,,716288,19,one row = one record,False,False,False,2026-07-02 15:28:26.310000-07:00,2026-07-02 15:28:28.208000-07:00,
LIBRARY_RAW,LANDING,PORTAL_CKA_WESTERN_PENNSYLV_0562C5DEA2,landing,active,PORTAL_CKA,,20,,9216,14,one row = one record,False,False,False,2026-07-02 14:16:35.253000-07:00,2026-07-02 14:16:36.946000-07:00,
