source,target,join_key,overlap_rate,tier,join_class
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS,FRS_ID,99.1,STEEL,identity
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FRS_ID,98.8,STEEL,identity
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,FRS_ID,98.0,STEEL,identity
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_EPA_FRS_FULL,FRS_ID,100.0,STEEL,identity
FED_EPA_FRS_FRS_PROGRAM_LINKS,XC_EPA_CORPORATE_CROSSWALK,FRS_ID,97.5,STEEL,identity
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_EPA_GHGRP_FACILITY,FIPS,100.0,GEO,geography
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_EPA_TRI_FACILITY,FIPS,100.0,GEO,geography
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_USDA_RD_MFH_ACTIVE_PROJECTS,FIPS,100.0,GEO,geography
FED_EPA_FRS_FRS_PROGRAM_LINKS,XC_VERA_INCARCERATION_TRENDS,FIPS,100.0,GEO,geography
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_FEMA_IA_HOUSING_REGISTRATIONS,FIPS,99.6,GEO,geography
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_HRSA_HPSA_PRIMARY_CARE,FIPS,98.3,GEO,geography
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_HRSA_SHORTAGE_AREAS,FIPS,98.3,GEO,geography
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_EPA_SUPERFUND_SITE_BOUNDARIES,NAME@ZIP,99.8,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_EPA_NPDES_ICIS_FACILITIES,NAME@ZIP,99.6,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_EPA_RCRA_FACILITIES,NAME@ZIP,99.4,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_USCG_NRC_INCIDENTS,NAME@ZIP,21.0,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_OSHA_ITA_CASE_DETAIL_2025,NAME@ZIP,13.3,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_OSHA_ITA_CASE_DETAIL_2023,NAME@ZIP,12.5,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_OSHA_ITA_CASE_DETAIL_2024,NAME@ZIP,11.9,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_USASPENDING_CONTRACTS,NAME@ZIP,9.9,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_FAC_SINGLE_AUDIT,NAME@ZIP,9.4,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_OSHA_ITA_300A_SUMMARY_2023,NAME@ZIP,8.7,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_OSHA_ITA_300A_SUMMARY_2024,NAME@ZIP,7.8,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_OSHA_ITA_300A_SUMMARY_2025,NAME@ZIP,7.7,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_ICE_DETENTION_FACILITY_CODES,NAME@ZIP,7.2,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_NTSB_AVIATION_EVENTS,NAME@ZIP,6.1,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_HUD_PUBLIC_HOUSING_AUTHORITIES,NAME@ZIP,5.7,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,NAME@ZIP,3.7,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_HRSA_UDS_SERVICE_DELIVERY_SITES,NAME@ZIP,3.1,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_FHFA_FHLB_MEMBERSHIP,NAME@ZIP,2.9,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_SAM_EXCLUSIONS_FULL_R2,NAME@ZIP,2.6,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_NTSB_AVIATION_AIRCRAFT,NAME@ZIP,2.3,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_NCUA_CALL_REPORTS_FOICU,NAME@ZIP,1.9,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_NCUA_FEDERALLY_INSURED_CU_LIST,NAME@ZIP,1.9,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_HUD_ASSISTED_HOUSING_PROJECTS,NAME@ZIP,1.7,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,IRS527_RELATED_ENTITIES,NAME@ZIP,1.7,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_PHMSA_FLAGGED_INCIDENTS,NAME@ZIP,1.6,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_FAA_AIRCRAFT_REGISTRY,NAME@ZIP,0.8,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_FEC_COMMITTEE_TO_CANDIDATE,NAME@ZIP,0.8,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_FDIC_BANK_DATA,NAME@ZIP,0.6,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_SEC_13F_FILERS,NAME@ZIP,0.6,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_IRS_BMF,NAME@ZIP,0.5,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_IRS_EO_BMF,NAME@ZIP,0.5,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_SAM_EXCLUSIONS,NAME@ZIP,0.5,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_SBA_LOANS,NAME@ZIP,0.2,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_FEC_INDIV_CONTRIBUTIONS,NAME@ZIP,0.1,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_IRS_AUTO_REVOCATIONS,NAME@ZIP,0.1,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_IRS_REVOCATION,NAME@ZIP,0.1,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_FCC_LICENSING,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_HHS_OIG_LEIE,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,FED_SBIR_STTR_AWARDS,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,IRS527_8871_ORGS,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,IRS527_DIRECTORS_OFFICERS,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,ST_NYC_CFB_CAMPAIGN_2001_CONTRIBUTION,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,ST_NYC_CFB_CAMPAIGN_2009_CONTRIBUTION,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,ST_NYC_CFB_CAMPAIGN_2013_CONTRIBUTION,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,ST_NYC_CFB_CAMPAIGN_2021_CONTRIBUTIONS,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FRS_PROGRAM_LINKS,ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FULL,XC_EPA_CORPORATE_CROSSWALK,FRS_ID,100.0,STEEL,identity
FED_EPA_FRS_FULL,FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,FRS_ID,100.0,STEEL,identity
FED_EPA_FRS_FULL,FED_EPA_NPDES_NPDES_INFORMAL_ENFORCEMENT_ACTIONS,FRS_ID,100.0,STEEL,identity
FED_EPA_FRS_FULL,FED_EPA_NPDES_NPDES_INSPECTIONS,FRS_ID,100.0,STEEL,identity
FED_EPA_FRS_FULL,FED_EPA_ICIS_FEC_CASE_FACILITIES,FRS_ID,99.7,STEEL,identity
FED_EPA_FRS_FULL,FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS,FRS_ID,99.6,STEEL,identity
FED_EPA_FRS_FULL,FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FRS_ID,99.4,STEEL,identity
FED_EPA_FRS_FULL,FED_EPA_TRI_BASIC_2023,FRS_ID,99.4,STEEL,identity
FED_EPA_FRS_FULL,FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,FRS_ID,98.2,STEEL,identity
FED_EPA_FRS_FULL,FED_EPA_GHGRP_FACILITY,FIPS,100.0,GEO,geography
FED_EPA_FRS_FULL,FED_EPA_TRI_FACILITY,FIPS,100.0,GEO,geography
FED_EPA_FRS_FULL,FED_USDA_RD_MFH_ACTIVE_PROJECTS,FIPS,100.0,GEO,geography
FED_EPA_FRS_FULL,XC_VERA_INCARCERATION_TRENDS,FIPS,100.0,GEO,geography
FED_EPA_FRS_FULL,FED_FEMA_IA_HOUSING_REGISTRATIONS,FIPS,99.6,GEO,geography
FED_EPA_FRS_FULL,FED_HRSA_HPSA_PRIMARY_CARE,FIPS,98.3,GEO,geography
FED_EPA_FRS_FULL,FED_HRSA_SHORTAGE_AREAS,FIPS,98.3,GEO,geography
FED_EPA_FRS_FULL,FED_EPA_RCRA_FACILITIES,NAME@ZIP,86.2,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_EPA_SUPERFUND_SITE_BOUNDARIES,NAME@ZIP,85.9,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_EPA_NPDES_ICIS_FACILITIES,NAME@ZIP,85.6,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_USCG_NRC_INCIDENTS,NAME@ZIP,17.7,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,NAME@ZIP,12.8,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_OSHA_ITA_CASE_DETAIL_2025,NAME@ZIP,12.4,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_OSHA_ITA_CASE_DETAIL_2023,NAME@ZIP,12.3,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_OSHA_ITA_CASE_DETAIL_2024,NAME@ZIP,11.2,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_FAC_SINGLE_AUDIT,NAME@ZIP,10.7,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_USASPENDING_CONTRACTS,NAME@ZIP,10.1,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_OSHA_ITA_300A_SUMMARY_2023,NAME@ZIP,8.9,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_NTSB_AVIATION_EVENTS,NAME@ZIP,8.4,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_OSHA_ITA_300A_SUMMARY_2024,NAME@ZIP,8.0,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_OSHA_ITA_300A_SUMMARY_2025,NAME@ZIP,7.7,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_ICE_DETENTION_FACILITY_CODES,NAME@ZIP,7.5,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_HUD_PUBLIC_HOUSING_AUTHORITIES,NAME@ZIP,6.8,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_FHFA_FHLB_MEMBERSHIP,NAME@ZIP,4.2,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_HRSA_UDS_SERVICE_DELIVERY_SITES,NAME@ZIP,3.7,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_NTSB_AVIATION_AIRCRAFT,NAME@ZIP,2.8,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_SAM_EXCLUSIONS_FULL_R2,NAME@ZIP,2.7,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_HUD_ASSISTED_HOUSING_PROJECTS,NAME@ZIP,2.5,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_NCUA_CALL_REPORTS_FOICU,NAME@ZIP,2.4,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_NCUA_FEDERALLY_INSURED_CU_LIST,NAME@ZIP,2.4,CORROBORATED,name-match
FED_EPA_FRS_FULL,IRS527_RELATED_ENTITIES,NAME@ZIP,1.7,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_PHMSA_FLAGGED_INCIDENTS,NAME@ZIP,1.6,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_FDIC_BANK_DATA,NAME@ZIP,1.2,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_FAA_AIRCRAFT_REGISTRY,NAME@ZIP,1.0,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_FEC_COMMITTEE_TO_CANDIDATE,NAME@ZIP,0.9,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_IRS_BMF,NAME@ZIP,0.7,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_IRS_EO_BMF,NAME@ZIP,0.7,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_SAM_EXCLUSIONS,NAME@ZIP,0.6,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_SEC_13F_FILERS,NAME@ZIP,0.6,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_SBA_LOANS,NAME@ZIP,0.2,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_FEC_INDIV_CONTRIBUTIONS,NAME@ZIP,0.1,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_HHS_OIG_LEIE,NAME@ZIP,0.1,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_IRS_AUTO_REVOCATIONS,NAME@ZIP,0.1,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_IRS_REVOCATION,NAME@ZIP,0.1,CORROBORATED,name-match
FED_EPA_FRS_FULL,IRS527_8871_ORGS,NAME@ZIP,0.1,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_FCC_LICENSING,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FULL,FED_SBIR_STTR_AWARDS,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FULL,IRS527_DIRECTORS_OFFICERS,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FULL,ST_NYC_CFB_CAMPAIGN_2001_CONTRIBUTION,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FULL,ST_NYC_CFB_CAMPAIGN_2009_CONTRIBUTION,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FULL,ST_NYC_CFB_CAMPAIGN_2013_CONTRIBUTION,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FULL,ST_NYC_CFB_CAMPAIGN_2021_CONTRIBUTIONS,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_FRS_FULL,ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_EPA_TRI_BASIC_2023,NAME@ZIP,38.6,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_EPA_TRI_FACILITY,NAME@ZIP,30.8,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_EPA_SUPERFUND_SITE_BOUNDARIES,NAME@ZIP,12.4,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_OSHA_ITA_CASE_DETAIL_2025,NAME@ZIP,8.8,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_OSHA_ITA_CASE_DETAIL_2024,NAME@ZIP,8.1,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_OSHA_ITA_CASE_DETAIL_2023,NAME@ZIP,8.0,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_USCG_NRC_INCIDENTS,NAME@ZIP,9.9,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_USASPENDING_CONTRACTS,NAME@ZIP,7.2,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_OSHA_ITA_300A_SUMMARY_2023,NAME@ZIP,5.5,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_FAC_SINGLE_AUDIT,NAME@ZIP,5.2,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_ICE_DETENTION_FACILITY_CODES,NAME@ZIP,5.0,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_OSHA_ITA_300A_SUMMARY_2024,NAME@ZIP,5.0,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_HRSA_SHORTAGE_AREAS,NAME@ZIP,4.9,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_OSHA_ITA_300A_SUMMARY_2025,NAME@ZIP,4.9,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_HRSA_HPSA_PRIMARY_CARE,NAME@ZIP,4.5,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_HUD_PUBLIC_HOUSING_AUTHORITIES,NAME@ZIP,3.1,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_HRSA_UDS_SERVICE_DELIVERY_SITES,NAME@ZIP,2.1,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_SAM_EXCLUSIONS_FULL_R2,NAME@ZIP,1.6,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,NAME@ZIP,1.5,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_NTSB_AVIATION_AIRCRAFT,NAME@ZIP,1.5,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_NTSB_AVIATION_EVENTS,NAME@ZIP,1.4,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_FHFA_FHLB_MEMBERSHIP,NAME@ZIP,1.2,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,IRS527_RELATED_ENTITIES,NAME@ZIP,1.0,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_HUD_ASSISTED_HOUSING_PROJECTS,NAME@ZIP,0.7,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_FEC_COMMITTEE_TO_CANDIDATE,NAME@ZIP,0.6,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_NCUA_CALL_REPORTS_FOICU,NAME@ZIP,0.6,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_NCUA_FEDERALLY_INSURED_CU_LIST,NAME@ZIP,0.6,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_FAA_AIRCRAFT_REGISTRY,NAME@ZIP,0.5,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_FDIC_BANK_DATA,NAME@ZIP,0.3,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_FEC_INDIV_CONTRIBUTIONS,NAME@ZIP,0.3,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_IRS_BMF,NAME@ZIP,0.3,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_IRS_EO_BMF,NAME@ZIP,0.3,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_PHMSA_FLAGGED_INCIDENTS,NAME@ZIP,0.3,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_SAM_EXCLUSIONS,NAME@ZIP,0.3,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_SEC_13F_FILERS,NAME@ZIP,0.3,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_SBA_LOANS,NAME@ZIP,0.1,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_FCC_LICENSING,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_HHS_OIG_LEIE,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_IRS_AUTO_REVOCATIONS,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_IRS_REVOCATION,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,FED_SBIR_STTR_AWARDS,NAME@ZIP,0.0,CORROBORATED,name-match
FED_EPA_RCRA_FACILITIES,IRS527_8871_ORGS,NAME@ZIP,0.0,CORROBORATED,name-match
