db,schema,table,type,name_zone,row_count_meta,row_count_live,count_error,round_cap_flag,known_traps,bytes,entity_key_count,place_key_count,spine_wired,created,last_altered
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,BASE TABLE,unlabeled,26768,26768,,False,,1372672,0,1,False,2026-08-20 09:30:49.081000-07:00,2026-08-20 09:30:50.347000-07:00
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,BASE TABLE,unlabeled,771315,771315,,False,,10997248,0,1,False,2026-08-20 09:30:47.674000-07:00,2026-08-20 09:30:50.049000-07:00
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,BASE TABLE,unlabeled,2989,2989,,False,,84992,0,1,False,2026-08-26 07:43:06.826000-07:00,2026-08-26 07:43:25.538000-07:00
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,BASE TABLE,unlabeled,3339267,3339267,,False,,18779648,0,0,False,2026-08-26 07:42:59.109000-07:00,2026-08-26 07:43:14.320000-07:00
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,BASE TABLE,unlabeled,1983563,1983563,,False,,108586496,1,1,False,2026-08-26 07:42:34.986000-07:00,2026-08-26 07:42:58.957000-07:00
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,BASE TABLE,unlabeled,3,3,,False,,1536,0,1,False,2026-08-26 07:42:27.146000-07:00,2026-08-26 07:42:43.944000-07:00
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,BASE TABLE,unlabeled,821693,821693,,False,,71766528,0,1,False,2026-08-26 07:42:26.856000-07:00,2026-08-26 07:47:27.511000-07:00
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE,BASE TABLE,unlabeled,5734780,5734780,,False,,243609600,1,2,False,2026-08-26 07:37:16.869000-07:00,2026-08-26 07:37:54.843000-07:00
LIBRARY_MARTS,CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,BASE TABLE,unlabeled,15804611,15804611,,False,,1391118848,1,3,False,2026-08-26 07:42:28.715000-07:00,2026-08-26 07:51:49.494000-07:00
LIBRARY_MARTS,CRIMINAL_JUSTICE,CRIMINAL_JUSTICE__FED_BJS_DATA,BASE TABLE,unlabeled,1000,1000,,True,,43008,1,0,False,2026-08-26 07:42:36.401000-07:00,2026-08-26 07:42:44.218000-07:00
LIBRARY_MARTS,DBT_CROGERS,LAND_AND_TERRITORY__FED_BIA_TRIBAL_GEO,BASE TABLE,unlabeled,1,1,,False,,1536,0,2,False,2026-07-29 10:54:20.514000-07:00,2026-07-29 10:54:24.277000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_BLS_QCEW,BASE TABLE,unlabeled,3619437,3619437,,False,,64621056,0,2,False,2026-08-26 14:44:55.886000-07:00,2026-08-26 14:45:11.547000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_DOL_FORM5500,BASE TABLE,unlabeled,33484,33484,,False,,5620736,6,8,False,2026-08-26 14:44:55.513000-07:00,2026-08-26 14:45:13.598000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_DOL_OSHA_INSPECTIONS,BASE TABLE,unlabeled,5196412,5196412,,False,,237443072,0,2,False,2026-08-26 14:44:55.527000-07:00,2026-08-26 14:45:59.808000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_FAC_SINGLE_AUDIT,BASE TABLE,unlabeled,411638,411638,,False,,22735872,3,2,False,2026-08-26 14:44:55.867000-07:00,2026-08-26 14:45:36.132000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_FDIC_FAILED_BANKS,BASE TABLE,unlabeled,3584,3584,,False,,201728,0,1,False,2026-08-26 14:44:55.526000-07:00,2026-08-26 14:44:57.618000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_FINCEN_BOI,BASE TABLE,unlabeled,1,1,,False,,1536,1,0,False,2026-07-30 11:39:03.329000-07:00,2026-07-30 11:39:04.333000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_FOREIGNASSISTANCE,BASE TABLE,unlabeled,95658,95658,,False,,500736,1,1,False,2026-08-26 14:44:55.514000-07:00,2026-08-26 14:44:58.318000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_GRANTS_GOV,BASE TABLE,unlabeled,100,100,,False,,8192,0,0,False,2026-08-26 14:44:55.885000-07:00,2026-08-26 14:45:20.767000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_527_ORGS,BASE TABLE,unlabeled,77591,77591,,False,,12998144,1,1,False,2026-08-26 15:03:49.868000-07:00,2026-08-26 15:03:53.677000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_990,BASE TABLE,unlabeled,200,200,,False,,12800,1,1,False,2026-08-26 14:44:55.521000-07:00,2026-08-26 14:45:16.310000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_990_EFILE_INDEX,BASE TABLE,unlabeled,5544626,5544626,,False,,175030784,1,0,False,2026-08-26 14:44:55.803000-07:00,2026-08-26 14:45:32.202000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_AUTO_REVOCATIONS,BASE TABLE,unlabeled,1207295,1207295,,False,,63224832,1,2,False,2026-08-26 14:44:55.759000-07:00,2026-08-26 14:45:02.641000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_BMF,BASE TABLE,unlabeled,1974830,1974830,,False,,124553728,1,1,False,2026-08-26 14:44:55.512000-07:00,2026-08-26 14:45:30.699000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_EO_PR,BASE TABLE,unlabeled,2587,2587,,False,,207872,1,1,False,2026-08-26 14:44:55.515000-07:00,2026-08-26 14:44:57.582000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_FATCA_FFI_LIST,BASE TABLE,unlabeled,516298,516298,,False,,10977792,0,0,False,2026-08-26 14:44:55.884000-07:00,2026-08-26 14:45:12.091000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_PUB78_ELIGIBLE_DONEES,BASE TABLE,unlabeled,1435544,1435544,,False,,27681280,1,1,False,2026-08-26 14:44:55.885000-07:00,2026-08-26 14:45:30.922000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_REVOCATION,BASE TABLE,unlabeled,1187366,1187366,,False,,55091200,1,2,False,2026-08-26 14:44:56.336000-07:00,2026-08-26 14:45:12.638000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_IRS_SOI_CHARITIES,BASE TABLE,unlabeled,2450,2450,,False,,195072,1,1,False,2026-08-26 14:44:55.839000-07:00,2026-08-26 14:44:58.255000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_PBGC_DATA,BASE TABLE,unlabeled,134534,134534,,False,,2808832,0,0,False,2026-08-26 14:44:55.839000-07:00,2026-08-26 14:44:58.269000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS,BASE TABLE,unlabeled,21596,21596,,False,,1319936,1,0,False,2026-08-26 15:03:49.822000-07:00,2026-08-26 15:03:51.843000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_SBA_LOANS,BASE TABLE,unlabeled,2174502,2174502,,False,,85654016,0,1,False,2026-08-26 14:44:55.840000-07:00,2026-08-26 14:45:41.271000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_SBA_PPP,BASE TABLE,unlabeled,968524,968524,,False,,52056064,0,1,False,2026-08-26 14:44:56.503000-07:00,2026-08-26 14:46:07.204000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_SBA_PPP_LOANS_150K_PLUS,BASE TABLE,unlabeled,968524,968524,,False,,77616640,0,0,False,2026-08-26 14:44:55.803000-07:00,2026-08-26 14:45:49.405000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_SEC_EDGAR,BASE TABLE,unlabeled,200,200,,False,,10752,2,0,False,2026-08-26 14:44:56.503000-07:00,2026-08-26 14:45:30.120000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS,BASE TABLE,unlabeled,10414,10414,,False,,228352,1,0,False,2026-08-26 14:44:55.885000-07:00,2026-08-26 14:45:26.553000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_TREASURY_AVG_INTEREST_RATES,BASE TABLE,unlabeled,4961,4961,,False,,257536,0,0,False,2026-08-26 14:44:57.039000-07:00,2026-08-26 14:45:45.774000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_TREASURY_DEBT_OUTSTANDING,BASE TABLE,unlabeled,237,237,,False,,6144,0,0,False,2026-08-26 14:44:55.839000-07:00,2026-08-26 14:44:58.953000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_TREASURY_DEBT_TO_PENNY,BASE TABLE,unlabeled,8329,8329,,False,,278528,0,0,False,2026-08-26 14:44:55.886000-07:00,2026-08-26 14:45:25.133000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_TREASURY_DTS_DEPOSITS,BASE TABLE,unlabeled,478149,478149,,False,,6287872,0,0,False,2026-08-26 14:44:55.758000-07:00,2026-08-26 14:45:10.506000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_TREASURY_MTS_RECEIPTS,BASE TABLE,unlabeled,7490,7490,,False,,464384,0,0,False,2026-08-26 14:44:55.520000-07:00,2026-08-26 14:44:57.388000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,VIEW,unlabeled,,,,False,,,,,,2026-08-26 14:44:55.796000-07:00,2026-08-26 14:44:56.364000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,BASE TABLE,unlabeled,6325622,6325622,,False,,623172608,3,2,False,2026-08-26 14:44:57.547000-07:00,2026-08-26 14:46:50.401000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,VIEW,unlabeled,,,,False,,,,,,2026-08-26 14:44:55.823000-07:00,2026-08-26 14:44:56.934000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,VIEW,unlabeled,,,,False,,,,,,2026-08-26 14:44:55.781000-07:00,2026-08-26 14:44:56.256000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_USASPENDING_TOPTIER_AGENCIES,BASE TABLE,unlabeled,111,111,,False,,12288,0,0,False,2026-08-26 14:44:55.894000-07:00,2026-08-26 14:45:25.365000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_US_SEC_EDGAR,BASE TABLE,unlabeled,48984,48984,,False,,3087872,2,0,False,2026-08-26 14:44:56.447000-07:00,2026-08-26 14:45:45.024000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__FED_US_USASPENDING_API,BASE TABLE,unlabeled,300,300,,False,,17408,3,2,False,2026-08-26 14:44:55.887000-07:00,2026-08-26 14:45:25.750000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_FAO_FAOSTAT,BASE TABLE,unlabeled,69,69,,False,,36352,0,0,False,2026-08-26 14:44:55.885000-07:00,2026-08-26 14:45:25.900000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_FAO_FAOSTAT_FOOD_SECURITY,BASE TABLE,unlabeled,279470,279470,,False,,1921024,0,0,False,2026-08-26 14:44:55.839000-07:00,2026-08-26 14:45:09.773000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GFI_TRADE,BASE TABLE,unlabeled,0,0,,False,,0,0,1,False,2026-08-26 14:44:55.781000-07:00,2026-08-26 14:44:58.210000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF,BASE TABLE,unlabeled,3382301,3382301,,False,,691378176,1,24,False,2026-08-26 14:44:55.759000-07:00,2026-08-26 14:47:20.496000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF_RELATIONSHIPS,BASE TABLE,unlabeled,485285,485285,,False,,23288320,0,0,False,2026-08-26 14:44:56.029000-07:00,2026-08-26 14:45:10.496000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_GLEIF_REPEX,BASE TABLE,unlabeled,6313372,6313372,,False,,56975360,1,0,False,2026-08-26 14:44:55.893000-07:00,2026-08-26 14:45:12.341000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_IPC_FOOD_INSECURITY_GLOBAL,BASE TABLE,unlabeled,735,735,,False,,10752,0,2,False,2026-08-26 14:44:56.463000-07:00,2026-08-26 14:45:41.629000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__INTL_IT_ISTAT,BASE TABLE,unlabeled,213284,213284,,False,,10223616,0,1,False,2026-08-26 14:44:55.761000-07:00,2026-08-26 14:45:10.184000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__XC_OWID_GINI,BASE TABLE,unlabeled,2389,2389,,False,,45056,0,0,False,2026-08-26 14:44:55.914000-07:00,2026-08-26 14:44:58.815000-07:00
LIBRARY_MARTS,ECONOMICS,ECONOMICS__XC_WIKIPEDIA_LARGEST_US_COMPANIES,BASE TABLE,unlabeled,100,100,,False,,5632,0,0,False,2026-08-26 14:44:55.822000-07:00,2026-08-26 14:44:57.905000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,BASE TABLE,unlabeled,34683,34683,,False,,8160768,0,0,False,2026-08-26 07:37:52.087000-07:00,2026-08-26 07:38:19.816000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,BASE TABLE,unlabeled,287053,287053,,False,,49185280,0,0,False,2026-08-26 07:37:56.656000-07:00,2026-08-26 07:38:19.267000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_CPSC_NEISS_CODES,BASE TABLE,unlabeled,1250,1250,,False,,31232,0,0,False,2026-07-30 11:40:26.619000-07:00,2026-07-30 11:40:27.632000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,BASE TABLE,unlabeled,6273,6273,,False,,1031168,0,4,False,2026-08-10 10:14:24.938000-07:00,2026-08-10 10:14:27.776000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_ED_EDFACTS,BASE TABLE,unlabeled,33,33,,False,,3584,0,1,False,2026-07-30 11:40:29.671000-07:00,2026-07-30 11:40:30.710000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_ED_NCES_CIP_CODES,BASE TABLE,unlabeled,2318,2318,,False,,310784,0,0,False,2026-08-10 10:14:22.248000-07:00,2026-08-10 10:14:25.261000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_FRB_H15_SELECTED_RATES,BASE TABLE,unlabeled,16848,16848,,False,,491520,0,0,False,2026-07-30 11:40:30.336000-07:00,2026-07-30 11:40:31.645000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_FRB_Z1_CSV,BASE TABLE,unlabeled,304,304,,False,,639488,0,0,False,2026-07-30 11:40:33.396000-07:00,2026-07-30 11:40:35.793000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_DECLARED_STATS,BASE TABLE,unlabeled,470,470,,False,,39936,0,0,False,2026-08-11 06:56:05.321000-07:00,2026-08-11 06:56:07.042000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,BASE TABLE,unlabeled,614078,614078,,False,,3923456,0,2,False,2026-08-10 21:50:53.493000-07:00,2026-08-10 21:51:09.016000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_ID_MAPPING,BASE TABLE,unlabeled,8044,8044,,False,,244224,0,0,False,2026-07-30 11:40:38.467000-07:00,2026-07-30 11:40:39.782000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,BASE TABLE,unlabeled,21211,21211,,False,,1093120,0,0,False,2026-08-11 06:56:05.738000-07:00,2026-08-11 06:56:07.352000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,BASE TABLE,unlabeled,298884,298884,,False,,3123200,0,0,False,2026-08-26 07:37:16.625000-07:00,2026-08-26 07:37:23.388000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_ID_MAPPING,BASE TABLE,unlabeled,971029,971029,,False,,28974080,0,0,False,2026-08-22 16:44:25.808000-07:00,2026-08-22 16:44:27.560000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,BASE TABLE,unlabeled,1562870,1562870,,False,,107786752,0,0,False,2026-08-26 07:37:16.871000-07:00,2026-08-26 07:37:50.382000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,BASE TABLE,unlabeled,1289,1289,,False,,30208,0,3,False,2026-08-10 21:50:53.185000-07:00,2026-08-10 21:50:54.987000-07:00
LIBRARY_MARTS,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,BASE TABLE,unlabeled,438132,438132,,False,,92038656,0,2,False,2026-08-26 08:12:14.899000-07:00,2026-08-26 08:12:19.300000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_1_UTILITY,BASE TABLE,unlabeled,6643,6643,,False,,239616,0,1,False,2026-08-10 08:34:18.983000-07:00,2026-08-10 08:34:20.144000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_2_PLANT,BASE TABLE,unlabeled,16132,16132,,False,,1314304,3,3,False,2026-08-10 08:34:19.806000-07:00,2026-08-10 08:34:24.321000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_3_1_GENERATOR,BASE TABLE,unlabeled,26855,26855,,False,,1184768,0,0,False,2026-08-26 07:41:57.071000-07:00,2026-08-26 07:42:39.622000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_3_2_WIND,BASE TABLE,unlabeled,1563,1563,,False,,79360,0,0,False,2026-08-26 07:41:54.887000-07:00,2026-08-26 07:42:10.984000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_3_3_SOLAR,BASE TABLE,unlabeled,7154,7154,,False,,330752,0,0,False,2026-08-26 07:41:51.117000-07:00,2026-08-26 07:42:09.094000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,BASE TABLE,unlabeled,786,786,,False,,51200,0,0,False,2026-08-26 07:42:05.528000-07:00,2026-08-26 07:42:39.454000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_3_5_MULTIFUEL,BASE TABLE,unlabeled,2893,2893,,False,,124928,0,0,False,2026-08-26 07:42:13.729000-07:00,2026-08-26 07:42:41.383000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_4_OWNER,BASE TABLE,unlabeled,5495,5495,,False,,222208,0,1,False,2026-08-10 08:34:20.401000-07:00,2026-08-10 08:34:24.520000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_6_1_ENVIROASSOC,BASE TABLE,unlabeled,7020,7020,,False,,123904,0,0,False,2026-08-10 08:34:18.883000-07:00,2026-08-10 08:34:20.236000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA860_6_2_ENVIROEQUIP,BASE TABLE,unlabeled,4428,4428,,False,,175616,0,0,False,2026-08-26 07:41:49.408000-07:00,2026-08-26 07:42:07.279000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_ADVANCED_METERS,BASE TABLE,unlabeled,2725,2725,,False,,268800,0,0,False,2026-08-26 07:41:52.917000-07:00,2026-08-26 07:42:09.880000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_DELIVERY_COMPANIES,BASE TABLE,unlabeled,7,7,,False,,3584,0,0,False,2026-08-26 07:41:56.364000-07:00,2026-08-26 07:42:24.288000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_DEMAND_RESPONSE,BASE TABLE,unlabeled,339,339,,False,,33280,0,0,False,2026-08-26 07:41:44.374000-07:00,2026-08-26 07:42:00.047000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_DISTRIBUTION_SYSTEMS,BASE TABLE,unlabeled,1353,1353,,False,,73216,0,0,False,2026-08-26 07:41:39.573000-07:00,2026-08-26 07:41:54.674000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_DYNAMIC_PRICING,BASE TABLE,unlabeled,857,857,,False,,56832,0,0,False,2026-08-26 07:41:34.751000-07:00,2026-08-26 07:41:54.100000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_ENERGY_EFFICIENCY,BASE TABLE,unlabeled,458,458,,False,,62976,0,0,False,2026-08-26 07:41:45.684000-07:00,2026-08-26 07:42:03.688000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_FRAME,BASE TABLE,unlabeled,3412,3412,,False,,184832,0,0,False,2026-08-26 07:41:54.947000-07:00,2026-08-26 07:42:11.741000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_MERGERS,BASE TABLE,unlabeled,4,4,,False,,2560,0,1,False,2026-08-26 07:41:22.824000-07:00,2026-08-26 07:41:46.932000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_NET_METERING,BASE TABLE,unlabeled,1004,1004,,False,,123904,0,0,False,2026-08-26 07:41:46.317000-07:00,2026-08-26 07:42:05-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED,BASE TABLE,unlabeled,507,507,,False,,48128,0,0,False,2026-08-26 07:41:40.805000-07:00,2026-08-26 07:41:56.133000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_OPERATIONAL_DATA,BASE TABLE,unlabeled,1711,1711,,False,,168448,0,0,False,2026-08-26 07:41:46.807000-07:00,2026-08-26 07:42:03.924000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_RELIABILITY,BASE TABLE,unlabeled,971,971,,False,,71680,0,0,False,2026-08-26 07:41:36.083000-07:00,2026-08-26 07:41:54.221000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST,BASE TABLE,unlabeled,2815,2815,,False,,249344,0,0,False,2026-08-26 07:42:24.965000-07:00,2026-08-26 07:42:43.254000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST_CS,BASE TABLE,unlabeled,674,674,,False,,55808,0,0,False,2026-08-26 07:42:58.497000-07:00,2026-08-26 07:42:59.557000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_SERVICE_TERRITORY,BASE TABLE,unlabeled,11775,11775,,False,,603136,0,0,False,2026-08-26 07:41:49.686000-07:00,2026-08-26 07:42:05.817000-07:00
LIBRARY_MARTS,ENERGY,ENERGY__FED_EIA861_SHORT_FORM,BASE TABLE,unlabeled,1724,1724,,False,,108032,0,0,False,2026-08-26 07:41:45.146000-07:00,2026-08-26 07:42:00.986000-07:00
