model,family,class,slot,status
consumer_safety__fed_cpsc_neiss,case,event+noun,deaths,ready
consumer_safety__fed_cpsc_neiss,case,event+noun,age_distribution,ready
consumer_safety__fed_cpsc_neiss,case,event+noun,by_state,hole:no-geo-column
consumer_safety__fed_cpsc_neiss,case,event+noun,by_county_city,hole:no-geo-column
consumer_safety__fed_cpsc_neiss,case,event+noun,map_points,hole:no-geo_point-column
consumer_safety__fed_cpsc_neiss,case,event+noun,geo_concentration,hole:no-geo-column
consumer_safety__fed_cpsc_neiss,case,event+noun,mix_by_code,ready
consumer_safety__fed_cpsc_neiss,case,event+noun,mix_over_time,ready
consumer_safety__fed_cpsc_neiss,case,event+noun,code_concentration,ready
consumer_safety__fed_cpsc_neiss,case,event+noun,total_money,hole:no-money-column
consumer_safety__fed_cpsc_neiss,case,event+noun,typical_money,hole:no-money-column
consumer_safety__fed_cpsc_neiss,case,event+noun,money_distribution,hole:no-money-column
consumer_safety__fed_cpsc_neiss,case,event+noun,money_top_share,hole:no-money-column
consumer_safety__fed_cpsc_neiss,case,event+noun,round_numbers,hole:no-money-column
consumer_safety__fed_cpsc_neiss,case,event+noun,size_distribution,ready
consumer_safety__fed_cpsc_neiss,case,event+noun,per_noun_rate,ready
consumer_safety__fed_cpsc_neiss,case,event+noun,zero_nouns,ready
consumer_safety__fed_cpsc_neiss,case,event+noun,repeaters,ready
consumer_safety__fed_cpsc_neiss,case,event+noun,noun_concentration,ready
consumer_safety__fed_cpsc_neiss,case,event+noun,per_person,hole:no-population-column
consumer_safety__fed_cpsc_neiss,case,event+noun,flag_rates,hole:no-flag-column
consumer_safety__fed_nhtsa_complaints,complaint,event,how_many,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,row_count_vs_published,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,freshness,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,grain_integrity,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,id_integrity,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,rank_in_family,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,share_of_family,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,by_time,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,first_last,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,gaps,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,seasonality,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,by_state,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,by_county_city,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,map_points,hole:no-geo_point-column
consumer_safety__fed_nhtsa_complaints,complaint,event,geo_concentration,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,mix_by_code,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,mix_over_time,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,code_concentration,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,total_money,hole:no-money-column
consumer_safety__fed_nhtsa_complaints,complaint,event,typical_money,hole:no-money-column
consumer_safety__fed_nhtsa_complaints,complaint,event,money_distribution,hole:no-money-column
consumer_safety__fed_nhtsa_complaints,complaint,event,money_top_share,hole:no-money-column
consumer_safety__fed_nhtsa_complaints,complaint,event,round_numbers,hole:no-money-column
consumer_safety__fed_nhtsa_complaints,complaint,event,size_distribution,hole:no-quantity-column
consumer_safety__fed_nhtsa_complaints,complaint,event,per_noun_rate,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,zero_nouns,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,repeaters,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,noun_concentration,ready
consumer_safety__fed_nhtsa_complaints,complaint,event,per_person,hole:no-population-column
consumer_safety__fed_nhtsa_complaints,complaint,event,flag_rates,ready
consumer_safety__fed_nhtsa_investigations,role,link,how_many,ready
consumer_safety__fed_nhtsa_investigations,role,link,row_count_vs_published,ready
consumer_safety__fed_nhtsa_investigations,role,link,freshness,ready
consumer_safety__fed_nhtsa_investigations,role,link,grain_integrity,ready
consumer_safety__fed_nhtsa_investigations,role,link,id_integrity,ready
consumer_safety__fed_nhtsa_investigations,role,link,rank_in_family,ready
consumer_safety__fed_nhtsa_investigations,role,link,share_of_family,ready
consumer_safety__fed_nhtsa_investigations,role,link,by_time,ready
consumer_safety__fed_nhtsa_investigations,role,link,first_last,ready
consumer_safety__fed_nhtsa_investigations,role,link,gaps,ready
consumer_safety__fed_nhtsa_investigations,role,link,seasonality,ready
consumer_safety__fed_nhtsa_investigations,role,link,by_state,hole:no-geo-column
consumer_safety__fed_nhtsa_investigations,role,link,by_county_city,hole:no-geo-column
consumer_safety__fed_nhtsa_investigations,role,link,map_points,hole:no-geo_point-column
consumer_safety__fed_nhtsa_investigations,role,link,geo_concentration,hole:no-geo-column
consumer_safety__fed_nhtsa_investigations,role,link,mix_by_code,hole:no-code-column
consumer_safety__fed_nhtsa_investigations,role,link,mix_over_time,hole:no-code-column
consumer_safety__fed_nhtsa_investigations,role,link,code_concentration,hole:no-code-column
consumer_safety__fed_nhtsa_investigations,role,link,total_money,hole:no-money-column
consumer_safety__fed_nhtsa_investigations,role,link,typical_money,hole:no-money-column
consumer_safety__fed_nhtsa_investigations,role,link,money_distribution,hole:no-money-column
consumer_safety__fed_nhtsa_investigations,role,link,money_top_share,hole:no-money-column
consumer_safety__fed_nhtsa_investigations,role,link,round_numbers,hole:no-money-column
consumer_safety__fed_nhtsa_investigations,role,link,size_distribution,hole:no-quantity-column
consumer_safety__fed_nhtsa_investigations,role,link,per_person,hole:no-population-column
consumer_safety__fed_nhtsa_investigations,role,link,flag_rates,hole:no-flag-column
consumer_safety__fed_nhtsa_investigations,role,link,degree_out,ready
consumer_safety__fed_nhtsa_investigations,role,link,degree_in,ready
consumer_safety__fed_nhtsa_investigations,role,link,multiplicity,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,how_many,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,row_count_vs_published,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,freshness,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,grain_integrity,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,id_integrity,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,rank_in_family,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,share_of_family,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,by_time,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,first_last,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,gaps,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,seasonality,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,births,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,deaths,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,age_distribution,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,by_state,hole:no-geo-column
consumer_safety__fed_nhtsa_recalls,recall,event+noun,by_county_city,hole:no-geo-column
consumer_safety__fed_nhtsa_recalls,recall,event+noun,map_points,hole:no-geo_point-column
consumer_safety__fed_nhtsa_recalls,recall,event+noun,geo_concentration,hole:no-geo-column
consumer_safety__fed_nhtsa_recalls,recall,event+noun,mix_by_code,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,mix_over_time,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,code_concentration,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,total_money,hole:no-money-column
consumer_safety__fed_nhtsa_recalls,recall,event+noun,typical_money,hole:no-money-column
consumer_safety__fed_nhtsa_recalls,recall,event+noun,money_distribution,hole:no-money-column
consumer_safety__fed_nhtsa_recalls,recall,event+noun,money_top_share,hole:no-money-column
consumer_safety__fed_nhtsa_recalls,recall,event+noun,round_numbers,hole:no-money-column
consumer_safety__fed_nhtsa_recalls,recall,event+noun,size_distribution,hole:no-quantity-column
consumer_safety__fed_nhtsa_recalls,recall,event+noun,per_noun_rate,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,zero_nouns,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,repeaters,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,noun_concentration,ready
consumer_safety__fed_nhtsa_recalls,recall,event+noun,per_person,hole:no-population-column
consumer_safety__fed_nhtsa_recalls,recall,event+noun,flag_rates,hole:no-flag-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,how_many,ready
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,row_count_vs_published,ready
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,freshness,ready
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,grain_integrity,ready
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,id_integrity,ready
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,rank_in_family,ready
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,share_of_family,ready
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,by_time,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,first_last,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,gaps,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,seasonality,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,births,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,deaths,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,age_distribution,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,by_state,ready
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,by_county_city,ready
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,map_points,hole:no-geo_point-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,geo_concentration,ready
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,mix_by_code,hole:no-code-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,mix_over_time,hole:no-code-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,code_concentration,hole:no-code-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,total_money,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,typical_money,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,money_distribution,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,money_top_share,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,round_numbers,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,size_distribution,hole:no-quantity-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,per_person,hole:no-population-column
corporate_registry__fed_icij_offshoreleaks_addresses,place,noun,flag_rates,hole:no-flag-column
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,how_many,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,row_count_vs_published,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,freshness,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,grain_integrity,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,id_integrity,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,rank_in_family,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,share_of_family,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,by_time,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,first_last,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,gaps,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,seasonality,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,births,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,deaths,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,age_distribution,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,by_state,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,by_county_city,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,map_points,hole:no-geo_point-column
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,geo_concentration,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,mix_by_code,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,mix_over_time,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,code_concentration,ready
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,total_money,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,typical_money,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,money_distribution,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,money_top_share,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,round_numbers,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,size_distribution,hole:no-quantity-column
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,per_person,hole:no-population-column
corporate_registry__fed_icij_offshoreleaks_entities,organization,noun,flag_rates,hole:no-flag-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,how_many,ready
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,row_count_vs_published,ready
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,freshness,ready
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,grain_integrity,ready
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,id_integrity,ready
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,rank_in_family,ready
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,share_of_family,ready
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,by_time,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,first_last,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,gaps,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,seasonality,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,births,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,deaths,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,age_distribution,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,by_state,ready
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,by_county_city,ready
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,map_points,hole:no-geo_point-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,geo_concentration,ready
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,mix_by_code,ready
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,mix_over_time,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,code_concentration,ready
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,total_money,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,typical_money,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,money_distribution,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,money_top_share,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,round_numbers,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,size_distribution,hole:no-quantity-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,per_person,hole:no-population-column
corporate_registry__fed_icij_offshoreleaks_intermediaries,organization,noun,flag_rates,hole:no-flag-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,how_many,ready
corporate_registry__fed_icij_offshoreleaks_officers,role,link,row_count_vs_published,ready
corporate_registry__fed_icij_offshoreleaks_officers,role,link,freshness,ready
corporate_registry__fed_icij_offshoreleaks_officers,role,link,grain_integrity,ready
corporate_registry__fed_icij_offshoreleaks_officers,role,link,id_integrity,ready
corporate_registry__fed_icij_offshoreleaks_officers,role,link,rank_in_family,ready
corporate_registry__fed_icij_offshoreleaks_officers,role,link,share_of_family,ready
corporate_registry__fed_icij_offshoreleaks_officers,role,link,by_time,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,first_last,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,gaps,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,seasonality,hole:no-date-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,by_state,ready
corporate_registry__fed_icij_offshoreleaks_officers,role,link,by_county_city,ready
corporate_registry__fed_icij_offshoreleaks_officers,role,link,map_points,hole:no-geo_point-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,geo_concentration,ready
corporate_registry__fed_icij_offshoreleaks_officers,role,link,mix_by_code,hole:no-code-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,mix_over_time,hole:no-code-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,code_concentration,hole:no-code-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,total_money,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,typical_money,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,money_distribution,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,money_top_share,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,round_numbers,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,size_distribution,hole:no-quantity-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,per_person,hole:no-population-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,flag_rates,hole:no-flag-column
corporate_registry__fed_icij_offshoreleaks_officers,role,link,degree_out,ready
corporate_registry__fed_icij_offshoreleaks_officers,role,link,degree_in,ready
corporate_registry__fed_icij_offshoreleaks_officers,role,link,multiplicity,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,how_many,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,row_count_vs_published,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,freshness,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,grain_integrity,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,id_integrity,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,rank_in_family,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,share_of_family,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,by_time,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,first_last,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,gaps,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,seasonality,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,births,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,deaths,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,age_distribution,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,by_state,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,by_county_city,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,map_points,hole:no-geo_point-column
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,geo_concentration,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,mix_by_code,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,mix_over_time,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,code_concentration,ready
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,total_money,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,typical_money,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,money_distribution,hole:no-money-column
corporate_registry__fed_icij_offshoreleaks_others,organization,noun,money_top_share,hole:no-money-column
