realm,table,column,data_type,column_meaning,source,joins_to,semantic_type
FINANCE,FINANCE__FED_SENATE_EFD_PTR,_LOADED_AT,NUMBER,loaded at,inferred,,plumbing
FINANCE,FINANCE__FED_SENATE_STOCK_WATCHER,TRANSACTION_DATE,DATE,transaction date,inferred,,datetime
FINANCE,FINANCE__FED_SENATE_STOCK_WATCHER,OWNER,TEXT,owner,inferred,,
FINANCE,FINANCE__FED_SENATE_STOCK_WATCHER,TICKER,TEXT,ticker,inferred,,
FINANCE,FINANCE__FED_SENATE_STOCK_WATCHER,ASSET_DESCRIPTION,TEXT,asset description,inferred,,
FINANCE,FINANCE__FED_SENATE_STOCK_WATCHER,ASSET_TYPE,TEXT,asset type,inferred,,
FINANCE,FINANCE__FED_SENATE_STOCK_WATCHER,TYPE,TEXT,type,inferred,,
FINANCE,FINANCE__FED_SENATE_STOCK_WATCHER,AMOUNT,TEXT,amount,inferred,,
FINANCE,FINANCE__FED_SENATE_STOCK_WATCHER,COMMENT,TEXT,comment,inferred,,
FINANCE,FINANCE__FED_SENATE_STOCK_WATCHER,SENATOR,TEXT,senator,inferred,,
FINANCE,FINANCE__FED_SENATE_STOCK_WATCHER,PTR_LINK,TEXT,ptr link,inferred,,
FINANCE,FINANCE__FED_SENATE_STOCK_WATCHER,_INGESTED_AT,TIMESTAMP_NTZ,ingested at,inferred,,plumbing
FINANCE,FINANCE__FED_SENATE_STOCK_WATCHER,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,MIC,TEXT,mic,inferred,,
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,OPERATING_MIC,TEXT,operating mic,inferred,,
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,OPRT_SGMT,TEXT,oprt sgmt,inferred,,
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,MARKET_NAME_INSTITUTION_DESCRIPTION,TEXT,market name institution description,inferred,,
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,LEGAL_ENTITY_NAME,TEXT,legal entity name,inferred,,
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,LEI,TEXT,lei,inferred,ECONOMICS__INTL_GLEIF via LEI [MEASURED 1059 shared values]; ECONOMICS__INTL_GLEIF_REPEX via LEI [MEASURED 609 shared values]; HOUSING__FED_CFPB_HMDA via LEI [MEASURED 4 shared values],
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,MARKET_CATEGORY_CODE,TEXT,market category code,inferred,,
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,ACRONYM,TEXT,acronym,inferred,,
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,ISO_COUNTRY_CODE_ISO_3166,TEXT,iso country code iso 3166,inferred,,geo
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,CITY,TEXT,city,inferred,,geo
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,WEBSITE,TEXT,website,inferred,,
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,STATUS,TEXT,status,inferred,,
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,CREATION_DATE,DATE,creation date,inferred,,datetime
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,LAST_UPDATE_DATE,DATE,last update date,inferred,,datetime
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,LAST_VALIDATION_DATE,DATE,last validation date,inferred,,datetime
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,EXPIRY_DATE,DATE,expiry date,inferred,,datetime
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,COMMENTS,TEXT,comments,inferred,,
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,_LOADED_AT,NUMBER,loaded at,inferred,,plumbing
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
FINANCE,FINANCE__INTL_ISO_MIC_REGISTRY,_SRC_SHA256,TEXT,source sha256,inferred,,plumbing
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,OSFI_FI_RECORD_ID,TEXT,osfi fi record ID,inferred,,
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,COMPANY_NAME,TEXT,company name,inferred,,
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,FI_TYPE_NAME,TEXT,fi type name,inferred,,
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,FI_GROUP_NAME,TEXT,fi group name,inferred,,
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,FI_INDUSTRY_NAME,TEXT,fi industry name,inferred,,
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,CANADIAN_TRADE_COMPANY_NAME,TEXT,canadian trade company name,inferred,,
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,REPRESENTATIVE_NAME,TEXT,representative name,inferred,,
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,TITLE,TEXT,title,inferred,,
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,ADDRESS_LINE_1,TEXT,address line 1,inferred,,geo
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,ADDRESS_LINE_2,TEXT,address line 2,inferred,,geo
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,CITY,TEXT,city,inferred,,geo
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,PROVINCE_STATE,TEXT,province state,inferred,,geo
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,POSTAL_ZIP_CODE,TEXT,postal ZIP code,inferred,,geo
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,AUTHORIZED_INSURANCE_CLASSES,TEXT,authorized insurance classes,inferred,,
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,_LOADED_AT,NUMBER,loaded at,inferred,,plumbing
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
FINANCE,FINANCE__INTL_OSFI_REGULATED_FI,_SRC_SHA256,TEXT,source sha256,inferred,,plumbing
FINANCE,FINANCE__INTL_WB_IDS,COUNTRY_NAME,TEXT,country name,inferred,,geo
FINANCE,FINANCE__INTL_WB_IDS,COUNTRY_CODE,TEXT,country code,inferred,,geo
FINANCE,FINANCE__INTL_WB_IDS,COUNTERPART_AREA_NAME,TEXT,counterpart area name,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,COUNTERPART_AREA_CODE,TEXT,counterpart area code,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,SERIES_NAME,TEXT,series name,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,SERIES_CODE,TEXT,series code,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1970,TEXT,c 1970,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1971,TEXT,c 1971,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1972,TEXT,c 1972,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1973,TEXT,c 1973,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1974,TEXT,c 1974,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1975,TEXT,c 1975,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1976,TEXT,c 1976,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1977,TEXT,c 1977,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1978,TEXT,c 1978,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1979,TEXT,c 1979,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1980,TEXT,c 1980,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1981,TEXT,c 1981,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1982,TEXT,c 1982,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1983,TEXT,c 1983,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1984,TEXT,c 1984,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1985,TEXT,c 1985,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1986,TEXT,c 1986,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1987,TEXT,c 1987,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1988,TEXT,c 1988,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1989,TEXT,c 1989,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1990,TEXT,c 1990,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1991,TEXT,c 1991,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1992,TEXT,c 1992,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1993,TEXT,c 1993,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1994,TEXT,c 1994,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1995,TEXT,c 1995,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1996,TEXT,c 1996,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1997,TEXT,c 1997,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1998,TEXT,c 1998,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_1999,TEXT,c 1999,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2000,TEXT,c 2000,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2001,TEXT,c 2001,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2002,TEXT,c 2002,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2003,TEXT,c 2003,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2004,TEXT,c 2004,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2005,TEXT,c 2005,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2006,TEXT,c 2006,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2007,TEXT,c 2007,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2008,TEXT,c 2008,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2009,TEXT,c 2009,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2010,TEXT,c 2010,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2011,TEXT,c 2011,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2012,TEXT,c 2012,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2013,TEXT,c 2013,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2014,TEXT,c 2014,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2015,TEXT,c 2015,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2016,TEXT,c 2016,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2017,TEXT,c 2017,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2018,TEXT,c 2018,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2019,TEXT,c 2019,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2020,TEXT,c 2020,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2021,TEXT,c 2021,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2022,TEXT,c 2022,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2023,TEXT,c 2023,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2024,TEXT,c 2024,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2025,TEXT,c 2025,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2026,TEXT,c 2026,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2027,TEXT,c 2027,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2028,TEXT,c 2028,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2029,TEXT,c 2029,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2030,TEXT,c 2030,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2031,TEXT,c 2031,inferred,,
FINANCE,FINANCE__INTL_WB_IDS,C_2032,TEXT,c 2032,inferred,,
FINANCE,FINANCE__SENATE_TRADES,FILING_ID,TEXT,filing ID,inferred,,
FINANCE,FINANCE__SENATE_TRADES,SENATOR_RAW,TEXT,senator raw,inferred,,
FINANCE,FINANCE__SENATE_TRADES,BIOGUIDE,TEXT,>,documented,,
FINANCE,FINANCE__SENATE_TRADES,SENATOR_NAME,TEXT,senator name,inferred,,
FINANCE,FINANCE__SENATE_TRADES,MATCH_NOTE,TEXT,match note,inferred,,
FINANCE,FINANCE__SENATE_TRADES,TRANSACTION_DATE,DATE,transaction date,inferred,,datetime
FINANCE,FINANCE__SENATE_TRADES,FILED_DATE,DATE,filed date,inferred,,datetime
FINANCE,FINANCE__SENATE_TRADES,OWNER,TEXT,owner,inferred,,
FINANCE,FINANCE__SENATE_TRADES,TICKER,TEXT,ticker,inferred,,
FINANCE,FINANCE__SENATE_TRADES,ASSET_DESCRIPTION,TEXT,asset description,inferred,,
FINANCE,FINANCE__SENATE_TRADES,ASSET_TYPE,TEXT,asset type,inferred,,
FINANCE,FINANCE__SENATE_TRADES,TRANSACTION_TYPE,TEXT,transaction type,inferred,,
FINANCE,FINANCE__SENATE_TRADES,AMOUNT_RANGE,TEXT,amount range,inferred,,
FINANCE,FINANCE__SENATE_TRADES,COMMENT,TEXT,comment,inferred,,
FINANCE,FINANCE__SENATE_TRADES,PTR_LINK,TEXT,ptr link,inferred,,
FINANCE,FINANCE__SENATE_TRADES,FILING_KIND,TEXT,filing kind,inferred,,
FINANCE,FINANCE__SENATE_TRADES,IS_AMENDMENT,TEXT,is amendment,inferred,,
FINANCE,FINANCE__SENATE_TRADES,SOURCE_ID,TEXT,source ID,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,FARA_REGISTRATION_KEY,TEXT,fara registration key,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,REGISTRATION_NUMBER,FLOAT,registration number,inferred,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC via REGISTRATION_NUMBER [MEASURED 634 shared values]; HEALTH__FED_FDA_ESTABLISHMENT_REG via REGISTRATION_NUMBER [MEASURED 9 shared values],
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,PERSON_NAME,TEXT,person name,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,COMPANY_ID,TEXT,company ID,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,STATE,TEXT,state,inferred,,geo
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,DATE,DATE,date,inferred,,datetime
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,TERMINATION_DATE,DATE,termination date,inferred,,datetime
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,REGISTRANT_NAME,TEXT,registrant name,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,REGISTRANT_DATE,DATE,registrant date,inferred,,datetime
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,DOCUMENT_TYPE,TEXT,document type,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,DOC_URL,TEXT,doc url,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,ADDRESS_1,TEXT,address 1,inferred,,geo
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,ADDRESS_2,TEXT,address 2,inferred,,geo
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,CITY,TEXT,city,inferred,,geo
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,ZIP,TEXT,ZIP code,inferred,FED_SEC_BUSINESS_DEVELOPMENT_COMPANY_REPORT via ZIP [GEO 8%]; FED_SEC_CLOSED_END_FUND_INFORMATION via ZIP [GEO 7%],geo
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,SHORT_FORM_NAME,TEXT,short form name,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,SHORT_FORM_LAST_NAME,TEXT,short form last name,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,SHORT_FORM_FIRST_NAME,TEXT,short form first name,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,SHORT_FORM_DATE,DATE,short form date,inferred,,datetime
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,SHORT_FORM_TERMINATION_DATE,DATE,short form termination date,inferred,,datetime
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,FOREIGN_PRINCIPAL,TEXT,foreign principal,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,FOREIGN_PRINCIPAL_NAME,TEXT,foreign principal name,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,FOREIGN_PRINCIPAL_COUNTRY,TEXT,foreign principal country,inferred,,geo
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,FOREIGN_PRINCIPAL_REGISTRATION_DATE,DATE,foreign principal registration date,inferred,,datetime
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,FOREIGN_PRINCIPAL_TERMINATION_DATE,DATE,foreign principal termination date,inferred,,datetime
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,COUNTRY_LOCATION_REPRESENTED,TEXT,country location represented,inferred,,geo
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,IS_ACTIVE_REGISTRATION,BOOLEAN,is active registration,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,IS_ACTIVE_FOREIGN_PRINCIPAL,BOOLEAN,is active foreign principal,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,SOURCE_FILE,TEXT,source file,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,SOURCE_LINK,TEXT,source link,inferred,,
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,DATE_STAMPED,DATE,date stamped,inferred,,datetime
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,_INGESTED_AT,TIMESTAMP_LTZ,ingested at,inferred,,plumbing
FOREIGN_INFLUENCE,FOREIGN_INFLUENCE__FED_FARA_BULK,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,POSITION_KEY,TEXT,position key,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,AGENCY,TEXT,agency,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,INDUSTRY_SECTOR,TEXT,industry sector,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,POSITION_TYPE,TEXT,position type,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,POSITION_NAME,TEXT,position name,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,POSITION_DEPARTMENT,TEXT,position department,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,POSITION_DESCRIPTION,TEXT,position description,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR1,TEXT,sector1,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR1_INTEREST,TEXT,sector1 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR2,TEXT,sector2,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR2_INTEREST,TEXT,sector2 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR3,TEXT,sector3,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR3_INTEREST,TEXT,sector3 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR4,TEXT,sector4,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR4_INTEREST,TEXT,sector4 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR5,TEXT,sector5,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR5_INTEREST,TEXT,sector5 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR6,TEXT,sector6,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR6_INTEREST,TEXT,sector6 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR7,TEXT,sector7,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR7_INTEREST,TEXT,sector7 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR8,TEXT,sector8,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR8_INTEREST,TEXT,sector8 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR9,TEXT,sector9,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR9_INTEREST,TEXT,sector9 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR10,TEXT,sector10,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR10_INTEREST,TEXT,sector10 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR11,TEXT,sector11,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR11_INTEREST,TEXT,sector11 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR12,TEXT,sector12,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR12_INTEREST,TEXT,sector12 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR14,TEXT,sector14,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR14_INTEREST,TEXT,sector14 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR14_1,TEXT,sector14 1,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR14_INTEREST_1,TEXT,sector14 interest 1,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR15,TEXT,sector15,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR15_INTEREST,TEXT,sector15 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR16,TEXT,sector16,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR16_INTEREST,TEXT,sector16 interest,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,SECTOR_COUNT,NUMBER,sector count,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,IS_SENATE_CONFIRMED,BOOLEAN,is senate confirmed,inferred,,
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,_INGESTED_AT,TIMESTAMP_NTZ,ingested at,inferred,,plumbing
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
GOVERNANCE,GOVERNANCE__FED_REVOLVINGDOOR_PROJECT,_SOURCE_ID,TEXT,source ID,inferred,,plumbing
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,ARCHIVAL_RECORD_SK,TEXT,archival record sk,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,DATASET_ID,TEXT,dataset ID,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,RECORD_ID,TEXT,record ID,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,RECORD_DATE,DATE,record date,inferred,,datetime
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,PERSON_NAME,TEXT,person name,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,GEO_LOCATION,TEXT,geo location,inferred,,geo
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,FIPS_GEO,TEXT,FIPS geo code geo,inferred,,geo
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,RECORD_GROUP_NUMBER,TEXT,record group number,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,DATASET_NAME,TEXT,dataset name,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,SERIES_TITLE,TEXT,series title,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,DESCRIPTION_TEXT,TEXT,description text,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,RAW_FIELDS_JSON,VARIANT,raw fields json,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,_INGESTED_AT,NUMBER,ingested at,inferred,,plumbing
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_NARA_AAD,_SOURCE_RUN_ID,TEXT,source run ID,inferred,,plumbing
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_USASPENDING_TAS_FILTER_TREE,NODE_ID,TEXT,node ID,inferred,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS via NODE_ID [MEASURED 45 shared values],
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_USASPENDING_TAS_FILTER_TREE,DESCRIPTION,TEXT,description,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_USASPENDING_TAS_FILTER_TREE,ANCESTORS,VARIANT,ancestors,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_USASPENDING_TAS_FILTER_TREE,ACCOUNT_COUNT,NUMBER,account count,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_USASPENDING_TAS_FILTER_TREE,CHILD_COUNT,NUMBER,child count,inferred,,
GOVERNMENT_RECORDS,GOVERNMENT_RECORDS__FED_USASPENDING_TAS_FILTER_TREE,_LOADED_AT,TIMESTAMP_NTZ,loaded at,inferred,,plumbing
