#,plain_question,exact_tables_pipe_separated
12,Do hospitals with financial trouble also have padded ventilator equipment billing?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_LTCH (311 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_POS_OTHER (44,429 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION (2,260,193 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS (15,385,047 rows)"
13,Do owners re-register the business right after getting fire-safety fines?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES (200,030 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS (14,425 rows)"
14,Are clinics claiming to be 'rural' actually sitting in cities?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS (5,530 rows)"
15,Are banned companies still getting paid on disaster relief contracts?,"LIBRARY_MARTS.PROCUREMENT.PROCUREMENT__FED_SAM_EXCLUSIONS (168,328 rows) | LIBRARY_RAW.LANDING.FED_USASPENDING_CONTRACTS_FULL_R2 (93,153,424 rows)"
16,Are any of them on the federal fraud exclusion list?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM (1,037 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_HHS_OIG_LEIE (83,747 rows)"
17,Same as #3 but through a different bank record,"LIBRARY_MARTS.FINANCE.FINANCE__FED_FDIC_BANK_DATA (27,836 rows) | LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK (5,300,149 rows)"
18,Do they order more of that device at the hospital they work for?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS (15,385,047 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE (116,182 rows)"
19,Do the ones taking industry payments still get top bonuses?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE (503,917 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_PART_D_PRESCRIBERS (1,416,883 rows)"
20,"Are the same people running both, and is that a conflict?","LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION (2,260,193 rows)"
21,Do hospital employees get paid less than the local average wage?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_HCRIS (6,103 rows) | LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_BLS_QCEW (3,619,437 rows)"
22,Do those same neighborhoods have more toxic factories today?,"LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_TRI_FACILITY (64,990 rows) | LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_TRI_BASIC_2023 (78,647 rows) | LIBRARY_MARTS.HOUSING.HOUSING__FED_MAPPING_INEQUALITY (1,155 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CDC_INJURY_VIOLENCE_COUNTY (132,000 rows)"
23,How much money did banned suppliers still collect?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_HHS_OIG_LEIE (83,747 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_SUPPL (440,670 rows)"
24,"Nothing to compare yet, program just started","LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS (6,637 rows)"
25,Are centers whose local site shut down still collecting Medicare money as if open?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_POS_OTHER (44,429 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS (11,063 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_HRSA_SHORTAGE_AREAS (165,531 rows)"
26,Does housing sit empty after a big storm instead of getting rebuilt?,"LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_NOAA_STORM_EVENTS (1,780,730 rows) | LIBRARY_MARTS.HOUSING.HOUSING__FED_USDA_RD_MFH_ACTIVE_PROJECTS (13,550 rows)"
27,Are any of them already banned for past fraud?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_PHYSICIANS (7,240 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_NON_PHYSICIANS (6,880 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_HHS_OIG_LEIE (83,747 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_FACILITY_AFFILIATION (2,260,193 rows)"
28,Do homes exaggerate patient sickness to get paid more?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY (31,403,215 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_NURSINGHOME411 (14,713 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES (418,479 rows)"
29,Do hospitals near the most toxic sites fail financially more often?,"LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_TRI_FACILITY (64,990 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_HCRIS (6,103 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_POS_OTHER (44,429 rows)"
30,"Do new owners appear right after a home gets penalized, like a shell game?","LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS (14,425 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_NURSING_HOME_PENALTIES (16,180 rows)"
31,Do hospital-owned home health agencies perform worse but cost more?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS (9,175 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS (11,508 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_HOME_HEALTH (12,392 rows)"
76,Do they sell their company stock right before bad news like a fine hits?,"LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_INSIDER_NONDERIV_TRANS (2,672,841 rows) | LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS (10,414 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_NURSINGHOME411 (14,713 rows)"
77,Do they own stock in companies whose cases they're deciding?,"LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_INVESTMENTS (1,901,599 rows) | LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_POSITIONS (51,290 rows) | LIBRARY_MARTS.JUSTICE.JUSTICE__FED_FJC_IDB_CIVIL (10,857,396 rows)"
78,Do they trade stock in industries their own committee oversees?,"LIBRARY_MARTS.FINANCE.FINANCE__FED_SENATE_STOCK_WATCHER (8,350 rows) | LIBRARY_MARTS.POLITICS.POLITICS__FED_CONGRESS_COMMITTEE_MEMBERSHIP (3,879 rows) | LIBRARY_RAW.LANDING.FED_VOTEVIEW_ROLLCALLS (945,523 rows)"
79,Did they quietly switch auditors right before collapsing?,"LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_FDIC_FAILED_BANKS (3,584 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS (2,822,977 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_PCAOB_FORM_AP_FILINGS (155,384 rows)"
80,Do they still keep winning government contracts?,"LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_FAC_SINGLE_AUDIT (411,638 rows) | LIBRARY_RAW.LANDING.FED_USASPENDING_CONTRACTS_FULL_R2 (93,153,424 rows)"
81,Did executives sell their own stock right before the collapse?,"LIBRARY_MARTS.LABOR.LABOR__FED_PBGC_TRUSTEED_PLANS (5,176 rows) | LIBRARY_RAW.LANDING.FED_DOL_FORM5500_FULL (4,299,671 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_DERA_SUB_2026Q1 (6,169 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_INSIDER_NONDERIV_TRANS (2,672,841 rows)"
82,Do unions reporting missing money also have an active political fund?,"LIBRARY_MARTS.LABOR.LABOR__FED_DOL_OLMS (617,710 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES (60,031 rows)"
83,Does lobbying spending spike right before a new safety rule is finalized?,"LIBRARY_MARTS.EDUCATION.EDUCATION__FED_SENATE_LDA_FILINGS (819,649 rows) | LIBRARY_MARTS.REGULATORY.REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS (94,731 rows)"
84,Who's spending money for or against them in elections?,"LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES (261,033 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_CAND_CMTE_LINKAGE (30,536 rows) | LIBRARY_MARTS.POLITICS.POLITICS__FED_CONGRESS_LEGISLATORS (12,767 rows) | LIBRARY_MARTS.POLITICS.POLITICS__FED_CONGRESS_COMMITTEE_MEMBERSHIP (3,879 rows)"
85,Does it flow from their corporate PAC into top leaders' campaign funds?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS (15,385,047 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES (60,031 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_LEADERSHIP_PAC (8,619 rows)"
86,Are big-spending political advertisers avoiding official campaign finance reporting?,"LIBRARY_MARTS.EDUCATION.EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND (298,884 rows) | LIBRARY_MARTS.POLITICS.POLITICS__FED_FEC_PAC_SUMMARY (45,709 rows) | LIBRARY_MARTS.POLITICS.POLITICS__FED_MEDSL_HOUSE_RETURNS (29,636 rows)"
87,Do they also personally donate to U.S. political campaigns?,"LIBRARY_RAW.LANDING.FED_FARA_BULK (221,900 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS (84,172,112 rows)"
88,Are the same people also treasurers of federal campaign committees?,"LIBRARY_MARTS.POLITICS.POLITICS__IRS527_DIRECTORS_OFFICERS (189,593 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_COMMITTEES (60,031 rows)"
89,Do the same people wine and dine state lawmakers and donate federally?,"LIBRARY_MARTS.POLITICS.POLITICS__TX_LOBBY_COVER (283,803 rows) | LIBRARY_MARTS.POLITICS.POLITICS__CA_LOBBY_COVER (524,828 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS (84,172,112 rows)"
90,Do agency contracts shift toward an official's old industry after they arrive?,"LIBRARY_MARTS.GOVERNANCE.GOVERNANCE__FED_REVOLVINGDOOR_PROJECT (406 rows) | LIBRARY_RAW.LANDING.FED_USASPENDING_CONTRACTS_FULL_R2 (93,153,424 rows)"
91,"Do they buy a stock, then introduce a bill that helps it?","LIBRARY_MARTS.FINANCE.FINANCE__FED_SENATE_STOCK_WATCHER (8,350 rows) | LIBRARY_RAW.LANDING.FED_GOVINFO_BILLSTATUS (36,465 rows) | LIBRARY_RAW.LANDING.FED_GOVINFO_BILL_COSPONSORS (367,742 rows)"
92,Does office spending go to vendors who are also campaign donors?,"LIBRARY_RAW.LANDING.FED_HOUSE_DISBURSEMENTS (4,914,476 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS (84,172,112 rows)"
93,Do places with more rejected mail ballots overlap with high-incarceration areas?,"LIBRARY_MARTS.POLITICS.POLITICS__FED_EAC_EAVS (6,460 rows) | LIBRARY_MARTS.JUSTICE.JUSTICE__XC_VERA_INCARCERATION_TRENDS (128,507 rows) | LIBRARY_MARTS.POLITICS.POLITICS__FED_MEDSL_HOUSE_RETURNS (29,636 rows)"
94,Does a judge's political leaning or donations predict how they rule?,"LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_JUDGE_POLITICAL_AFFILIATIONS (8,486 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS (84,172,112 rows) | LIBRARY_MARTS.JUSTICE.JUSTICE__FED_FJC_IDB_CIVIL (10,857,396 rows)"
95,Do gifts or debts they report ever involve parties in their own courtroom?,"LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_DISCLOSURE_GIFTS (2,025 rows) | LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_DISCLOSURE_DEBTS (18,775 rows) | LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_DISCLOSURE_REIMBURSEMENTS (33,472 rows)"
96,Do they still get disaster payouts for flood damage?,"LIBRARY_MARTS.HOUSING.HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK (25,125 rows) | LIBRARY_MARTS.HOUSING.HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS (26,250,920 rows)"
97,Are they being rebuilt each time instead of relocated?,"LIBRARY_MARTS.HOUSING.HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS (26,250,920 rows) | LIBRARY_MARTS.HOUSING.HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS (35,601 rows) | LIBRARY_MARTS.HOUSING.HOUSING__FED_USDA_RD_MFH_ACTIVE_PROJECTS (13,550 rows)"
98,Are any sitting downstream of a dam rated poor with no emergency plan?,"LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_NID_DAMS (92,766 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_NURSING_HOME (14,700 rows)"
99,Do the ones with unsafe dams also have a pile of unpaid safety fines?,"LIBRARY_MARTS.LABOR.LABOR__FED_MSHA_MINES (91,906 rows) | LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_NID_DAMS (92,766 rows) | LIBRARY_MARTS.LABOR.LABOR__FED_MSHA_VIOLATIONS (3,087,265 rows)"
100,Did they spring up right after the disaster was declared?,"LIBRARY_RAW.LANDING.FED_USASPENDING_CONTRACTS_FULL_R2 (93,153,424 rows) | LIBRARY_MARTS.HOUSING.HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS (26,250,920 rows)"
101,Are they still using outdated flood maps?,"LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_NOAA_STORM_EVENTS (1,780,730 rows) | LIBRARY_MARTS.HOUSING.HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK (25,125 rows)"
102,Do they also have the worst drinking water problems?,"LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_PHMSA_FLAGGED_INCIDENTS (2,039 rows) | LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS (117,672 rows) | LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_FRACFOCUS_REGISTRY (7,200,550 rows) | LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT (15,432,737 rows)"
103,Do they still win federal contracts afterward?,"LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__FED_USCG_NRC_INCIDENTS (1,029,020 rows) | LIBRARY_RAW.LANDING.FED_USASPENDING_CONTRACTS_FULL_R2 (93,153,424 rows) | LIBRARY_MARTS.PROCUREMENT.PROCUREMENT__FED_SAM_EXCLUSIONS (168,328 rows)"
104,Do the same addresses show up behind multiple fatal crashes?,"LIBRARY_MARTS.TRANSPORT.TRANSPORT__FED_NTSB_AVIATION_EVENTS (30,968 rows) | LIBRARY_MARTS.TRANSPORT.TRANSPORT__FED_NTSB_AVIATION_AIRCRAFT (31,503 rows) | LIBRARY_MARTS.TRANSPORT.TRANSPORT__FED_FAA_AIRCRAFT_REGISTRY (315,447 rows)"
105,Do the same crossings get hit by trains again and again?,"LIBRARY_MARTS.TRANSPORT.TRANSPORT__FED_FRA_CROSSING_INCIDENTS (251,149 rows) | LIBRARY_MARTS.TRANSPORT.TRANSPORT__FED_FRA_CASUALTIES (1,150,788 rows)"
106,Are those same counties still struggling with opioids today?,"LIBRARY_RAW.LANDING.FED_DEA_ARCOS_FULL (178,598,026 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CDC_DRUG_POISONING_COUNTY (53,387 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_PART_D_PRESCRIBERS (1,416,883 rows)"
107,Did the biggest distributors in a state match who actually got sued?,"LIBRARY_RAW.LANDING.FED_DEA_ARCOS_FULL (178,598,026 rows) | LIBRARY_MARTS.LEGAL_ENFORCEMENT.LEGAL_ENFORCEMENT__FED_NAAG_MULTISTATE_SETTLEMENTS (882 rows)"
108,Were they still being paid after their device got recalled?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_FDA_DEVICE_ENFORCEMENT (39,635 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_FDA_DEVICE_510K (175,686 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS (15,385,047 rows)"
109,Do they have more reported deaths than devices reviewed the normal way?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_FDA_MAUDE (2,743,561 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_FDA_DEVICE_510K (175,686 rows)"
110,Do the same doctors' prescribing costs jump right along with it?,"LIBRARY_RAW.LANDING.FED_CMS_NADAC (1,497,925 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_NLM_DAILYMED_SPL_SETID_MAP (158,452 rows) | LIBRARY_RAW.LANDING.FED_CMS_PARTD_PRESCRIBER_DRUG (25,869,521 rows)"
111,Did their nearest full-service hospital shut down?,"LIBRARY_MARTS.HEALTH.HEALTH__FED_IHS_FACILITIES (1,006 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_IHS_SCB_FACILITY (8,733 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_POS_OTHER (44,429 rows)"
112,Do the ones with more retracted (fake or flawed) studies keep getting funded?,"LIBRARY_MARTS.SCIENCE_RESEARCH.SCIENCE_RESEARCH__FED_NIH_REPORTER (2,122,611 rows) | LIBRARY_MARTS.SCIENCE_RESEARCH.SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS (219,503 rows) | LIBRARY_MARTS.SCIENCE_RESEARCH.SCIENCE_RESEARCH__FED_RETRACTION_WATCH (71,591 rows)"
113,Are companies still paying doctors to promote them?,"LIBRARY_MARTS.JUSTICE.JUSTICE__FED_JPML_PENDING_MDLS (162 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS (15,385,047 rows)"
114,Are they going uninspected for years at a time?,"LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_300A_SUMMARY_2024 (398,620 rows) | LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_DOL_OSHA_INSPECTIONS (5,196,412 rows) | LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_BLS_QCEW (3,619,437 rows)"
115,Do accidents happen at their mines afterward?,"LIBRARY_MARTS.LABOR.LABOR__FED_MSHA_VIOLATIONS (3,087,265 rows) | LIBRARY_MARTS.LABOR.LABOR__FED_MSHA_ACCIDENTS (273,623 rows)"
116,Do they pay the legal minimum wage and also rack up serious safety violations?,"LIBRARY_MARTS.IMMIGRATION.IMMIGRATION__FED_DOL_OFLC (664,616 rows) | LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_DOL_OSHA_INSPECTIONS (5,196,412 rows) | LIBRARY_MARTS.PROCUREMENT.PROCUREMENT__FED_SAM_EXCLUSIONS (168,328 rows)"
117,Did the same ones get hit with health and safety fines?,"LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_SBA_PPP (968,524 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS (14,425 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_NURSING_HOME_PENALTIES (16,180 rows)"
118,Do the ones with the worst loan losses also have enforcement actions against them?,"LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_SBA_LOANS (2,174,502 rows) | LIBRARY_RAW.LANDING.FED_FDIC_ENFORCEMENT (14 rows)"
119,"How much do they get paid per day, per detained person?","LIBRARY_MARTS.IMMIGRATION.IMMIGRATION__FED_ICE_DETENTION_STINTS (2,571,975 rows) | LIBRARY_MARTS.IMMIGRATION.IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES (1,490 rows) | LIBRARY_RAW.LANDING.FED_USASPENDING_CONTRACTS_FULL_R2 (93,153,424 rows)"
120,Do they also have high jail populations generally?,"LIBRARY_MARTS.IMMIGRATION.IMMIGRATION__FED_ICE_DETAINERS (609,769 rows) | LIBRARY_MARTS.JUSTICE.JUSTICE__XC_VERA_INCARCERATION_TRENDS (128,507 rows)"
121,Are any of them U.S. doctors or political donors?,"LIBRARY_MARTS.CORPORATE_REGISTRY.CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS (771,315 rows) | LIBRARY_MARTS.FINANCE.FINANCE__FED_FEC_INDIV_CONTRIBUTIONS (84,172,112 rows) | LIBRARY_MARTS.HEALTH.HEALTH__FED_CMS_OPEN_PAYMENTS (15,385,047 rows)"
122,Are any of them under U.S. or international sanctions?,"LIBRARY_MARTS.CORPORATE_REGISTRY.CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC (15,804,611 rows) | LIBRARY_MARTS.JUSTICE.JUSTICE__INTL_OPENSANCTIONS_DEFAULT (1,281,846 rows) | LIBRARY_MARTS.JUSTICE.JUSTICE__FED_OFAC_SDN (19,114 rows)"
123,Who's the real parent company hiding behind them?,"LIBRARY_MARTS.ECONOMICS.ECONOMICS__INTL_GLEIF_REPEX (6,313,372 rows) | LIBRARY_MARTS.ECONOMICS.ECONOMICS__INTL_GLEIF (3,382,301 rows) | LIBRARY_MARTS.HOUSING.HOUSING__FED_CFPB_HMDA_ARID2017_LEI_XREF (5,399 rows) | LIBRARY_MARTS.ENVIRONMENT.ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK (5,300,149 rows)"
124,How much do they pay their top executives?,"LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_BMF (1,974,830 rows) | LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX (5,544,626 rows)"
125,Are they still operating and filing paperwork as if nothing happened?,"LIBRARY_MARTS.POLITICS.POLITICS__IRS527_8871_ORGS (77,591 rows) | LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS (1,207,295 rows) | LIBRARY_MARTS.POLITICS.POLITICS__IRS527_8872_REPORTS (55,579 rows)"
