db,schema,table,type,row_count,bytes,created,last_altered,comment
LIBRARY_RAW,LANDING,FED_CDC_DRUG_POISONING_COUNTY,BASE TABLE,53387,1548288,2026-06-27 21:16:59.866000-07:00,2026-07-12 12:08:59.106000-07:00,"The CDC's county-level overdose death rates -- the map layer of the drug-death crisis, showing which counties got worse and when. Keyed by county FIPS, so it joins to almost any US geographic data. Heads up: the raw death rate here is banded into ranges (a text bucket, not an exact number) to protect small-county privacy -- fine for mapping hotspots, not for precise counts. Raw as loaded (every value stored as text)."
LIBRARY_RAW,LANDING,FED_CDC_HEALTH_INSURANCE,BASE TABLE,16056,501760,2026-06-27 21:25:55.616000-07:00,2026-07-12 12:09:07.454000-07:00,"CDC survey indicators of health insurance coverage: the share of people insured, broken out by state, demographic subgroup, and time period, with confidence intervals. Tracks who has coverage and who doesn't across the country. These are survey estimates, not headcounts, so read them with the intervals. Raw landing, stored as text; 16,056 rows from CDC NCHS."
LIBRARY_RAW,LANDING,FED_CDC_INJURY_VIOLENCE_COUNTY,BASE TABLE,132000,3540992,2026-06-27 21:25:47.123000-07:00,2026-07-12 12:08:53.342000-07:00,"CDC estimates of death and injury rates for each US county, broken out by intent (suicide, homicide, unintentional, etc.) -- the county-level picture of overdose and gun violence. Rates come with margins of error, and small counts are suppressed for privacy. Raw as loaded (all text); GEOID is the county FIPS code -- your join to any other county data. From CDC."
LIBRARY_RAW,LANDING,FED_CDC_LEADING_CAUSES_STATE,BASE TABLE,10868,180736,2026-08-09 11:18:25.433000-07:00,2026-08-09 11:18:26.924000-07:00,
LIBRARY_RAW,LANDING,FED_CDC_NNDSS_WEEKLY_2024,BASE TABLE,1932840,17446400,2026-08-05 14:29:29.402000-07:00,2026-08-05 14:29:51.303000-07:00,
LIBRARY_RAW,LANDING,FED_CDC_OVERDOSE,BASE TABLE,83790,1778688,2026-06-27 21:16:53.174000-07:00,2026-07-12 12:09:02.363000-07:00,"CDC's provisional count of U.S. drug-overdose deaths: rows by state, year/month, and indicator (total, or a specific drug class like fentanyl or heroin). Because it's provisional, it also carries how complete the data is and a predicted value that adjusts for reporting lag. This is the running body count of the overdose epidemic. Raw landing table -- values stored as text, and 'provisional' means recent months will revise upward as investigations close."
LIBRARY_RAW,LANDING,FED_CDC_SUICIDE_RATES,BASE TABLE,6390,111104,2026-06-27 21:25:33.476000-07:00,2026-07-12 12:09:02.235000-07:00,"The CDC's official suicide death rates for the US, sliced by year, age group, sex and race/ethnicity. Good for tracking how suicide has moved over decades and which groups are hit hardest. Raw as loaded (every value stored as text) -- ESTIMATE is a rate, not a count, and rows carry demographic-breakdown labels (STUB_NAME/STUB_LABEL) you filter on. No geography and no join keys, so it stands alone as a trend source."
LIBRARY_RAW,LANDING,FED_CDC_WONDER,BASE TABLE,880,18944,2026-08-09 11:18:13.945000-07:00,2026-08-09 11:18:15.628000-07:00,
LIBRARY_RAW,LANDING,FED_CFPB_COMPLAINTS,BASE TABLE,17179788,1298101248,2026-07-23 10:19:22.521000-07:00,2026-07-23 10:21:02.594000-07:00,
LIBRARY_RAW,LANDING,FED_CFPB_HMDA,BASE TABLE,28301,2366464,2026-07-01 14:40:34.326000-07:00,2026-07-12 12:08:56.366000-07:00,"Home Mortgage Disclosure Act records: one row per mortgage application with lender (LEI), census tract, borrower demographics, loan terms, and outcome. The landed 28K rows are a sample of an enormous annual release. This is the canonical dataset for lending-discrimination analysis -- census tract joins it to redlining maps and demographics."
LIBRARY_RAW,LANDING,FED_CFPB_HMDA_ARID2017_LEI_XREF,BASE TABLE,5399,342528,2026-08-07 12:08:12.481000-07:00,2026-08-07 12:08:13.943000-07:00,
LIBRARY_RAW,LANDING,FED_CFPB_HMDA_HISTORIC,BASE TABLE,19136434,1012290048,2026-08-05 17:02:58.393000-07:00,2026-08-05 17:28:11.574000-07:00,
LIBRARY_RAW,LANDING,FED_CFPB_HMDA_LAR,BASE TABLE,17474,1346560,2026-08-07 21:55:48.893000-07:00,2026-08-07 21:55:51.791000-07:00,
LIBRARY_RAW,LANDING,FED_CFTC_COT_FINANCIAL,BASE TABLE,42473,10359808,2026-07-26 13:55:27.307000-07:00,2026-08-11 09:18:50.046000-07:00,
LIBRARY_RAW,LANDING,FED_CFTC_COT_FINANCIAL_HIST,BASE TABLE,4615,1114624,2026-08-11 09:03:07.132000-07:00,2026-08-11 09:03:13.963000-07:00,
LIBRARY_RAW,LANDING,FED_CFTC_COT_FUTURES,BASE TABLE,287053,76648448,2026-07-26 13:44:45.785000-07:00,2026-08-11 09:18:46.250000-07:00,
LIBRARY_RAW,LANDING,FED_CISA_KEV,BASE TABLE,1631,245760,2026-07-04 22:46:16.312000-07:00,2026-07-12 12:08:53.959000-07:00,"CISA's authoritative catalog of software vulnerabilities (CVEs) with real evidence of active in-the-wild attacks -- which vendor and product, what it does, whether it's been used in ransomware, and the federal deadline to patch it. The short list of flaws that actually matter right now. Raw as loaded (all text); keyed by CVE_ID. From CISA."
LIBRARY_RAW,LANDING,FED_CLINICALTRIALS,BASE TABLE,500,1310720,2026-06-16 22:07:12.456000-07:00,2026-07-12 12:08:50.311000-07:00,"The public registry of clinical studies from ClinicalTrials.gov: each trial's sponsor, the drug or device tested, the condition, the phase, enrollment, and crucially whether (and how late) results ever got posted. Great for spotting sponsors who bury results. Carries an NPI so trials can point back to real providers. Heads up: this is a thin 500-row sample, good for exploring the shape, not for counting the full registry.  (Raw as-loaded copy; the cleaned version is in LIBRARY_MARTS.)"
LIBRARY_RAW,LANDING,FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS,BASE TABLE,6637,425984,2026-07-26 10:56:14.303000-07:00,2026-07-26 10:56:18.297000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_DIALYSIS,BASE TABLE,7557,1848320,2026-06-24 15:16:01.300000-07:00,2026-07-12 12:09:04.473000-07:00,"All 7,557 Medicare-certified dialysis facilities from CMS Care Compare -- location, ownership (for-profit vs non-profit, and the chain that owns it), star rating, and outcome measures like patient mortality, hospitalization, infection, and transfusion rates. Keyed by CCN, so it joins to other CMS provider data. Great for asking whether for-profit or chain-owned centers have worse patient outcomes. Raw landing, all text."
LIBRARY_RAW,LANDING,FED_CMS_FACILITY_AFFILIATION,BASE TABLE,2260193,28841984,2026-07-11 08:23:25.298000-07:00,2026-07-12 12:08:58.147000-07:00,"The bridge between individual clinicians and the facilities they practice at: 2.2 million rows linking a doctor's NPI to a facility's CCN. This is the crosswalk that lets you follow a named doctor to the hospitals, nursing homes, and dialysis centers they're tied to. Keyed by both NPI and CCN -- rare and valuable connective tissue. Raw landing table, values stored as text."
LIBRARY_RAW,LANDING,FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY,BASE TABLE,31403215,820651008,2026-08-06 12:39:46.083000-07:00,2026-08-06 12:42:42.706000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS,BASE TABLE,11063,1280000,2026-07-26 11:45:01.555000-07:00,2026-07-26 11:45:06.619000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_FISCAL_INTERMEDIARY_SHARED_SYSTEM_ATTENDING_AND_RENDERING,BASE TABLE,2047828,54295040,2026-08-05 14:58:55.872000-07:00,2026-08-05 14:59:10.225000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_HCRIS,BASE TABLE,6103,2900992,2026-06-16 22:10:22.036000-07:00,2026-07-12 12:08:49.410000-07:00,"The yearly financial and operational filing every Medicare-participating hospital must submit to CMS -- one row per hospital per fiscal year with hundreds of fields: revenue, total costs, assets and liabilities, bed counts, staffing, charity and uncompensated care, and profit margins. This is how you follow the money inside a hospital's books. Cleaned and analytics-ready; keyed by CCN, also carries NPI, name, address, ZIP; ~6,103 rows.  (Raw as-loaded copy; the cleaned version is in LIBRARY_MARTS.)"
LIBRARY_RAW,LANDING,FED_CMS_HOME_HEALTH,BASE TABLE,12392,3089408,2026-06-24 15:15:27.379000-07:00,2026-07-12 12:08:56.108000-07:00,"All 12,392 home health agencies certified by Medicare, with services offered, ownership, star ratings, and dozens of patient-outcome measures (how often patients got better, Medicare spending per episode). One row per agency, keyed by CCN so it joins to billing and ownership. Raw landing table, values stored as text."
LIBRARY_RAW,LANDING,FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS,BASE TABLE,11508,1268736,2026-07-26 11:45:28.823000-07:00,2026-07-26 11:45:32.210000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_HOSPICE,BASE TABLE,6852,409600,2026-06-24 15:15:14.225000-07:00,2026-07-12 12:08:54.558000-07:00,"All 6,852 hospice providers certified by Medicare, with location, ownership type, and certification date. One row per hospice, keyed by CCN (the Medicare facility ID) so it joins to billing, ownership, and quality data. The end-of-life care leg of the CMS provider spine. Raw landing table, values stored as text."
LIBRARY_RAW,LANDING,FED_CMS_HOSPICE_ENROLLMENTS,BASE TABLE,6066,669184,2026-07-26 11:45:34.273000-07:00,2026-07-26 11:45:37.511000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_HOSPITAL_COMPARE,BASE TABLE,5432,468992,2026-07-01 14:43:43.610000-07:00,2026-07-12 12:09:01.647000-07:00,"The CMS Provider Data Catalog (Hospital Compare) hospital roster: facility ID, name, address, type, ownership, and quality/safety designations. The most-connected table in the whole Library -- name+ZIP matches tie it to cost reports, provider files, and enforcement tables. Start here for anything hospital-shaped."
LIBRARY_RAW,LANDING,FED_CMS_HOSPITAL_ENROLLMENTS,BASE TABLE,9175,1106944,2026-07-26 11:45:40.158000-07:00,2026-07-26 11:45:43.854000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_HOSPITAL_GENERAL,BASE TABLE,5432,468992,2026-06-24 15:15:01.685000-07:00,2026-07-12 12:08:59.805000-07:00,"All 5,432 hospitals in the Medicare system, with type, ownership, whether they have an ER, overall quality rating, and counts of how they score on mortality, safety, and readmissions. One row per hospital, keyed by CCN so it joins to billing, ownership, and the rest of the provider spine. Raw landing table, values stored as text."
LIBRARY_RAW,LANDING,FED_CMS_HPT_MRF,BASE TABLE,1,3072,2026-07-01 14:49:02.618000-07:00,2026-07-12 12:08:58.989000-07:00,"Meant to hold hospital standard charges -- gross, cash, and payer-negotiated prices -- from CMS-mandated machine-readable files. One row landed: a schema probe of the template. The real files are per-hospital and huge; this needs its own targeted pour."
LIBRARY_RAW,LANDING,FED_CMS_IRF,BASE TABLE,1222,84480,2026-06-24 15:15:39.455000-07:00,2026-07-12 12:08:54.425000-07:00,"All 1,222 inpatient rehabilitation facilities certified by Medicare (where patients recover after strokes, injuries, or surgery), with location, ownership type, and certification date. One row per facility, keyed by CCN so it joins to billing, ownership, and quality data. Raw landing table, values stored as text."
LIBRARY_RAW,LANDING,FED_CMS_LTCH,BASE TABLE,311,26112,2026-06-24 15:15:49.973000-07:00,2026-07-12 12:08:55.989000-07:00,"All 311 long-term care hospitals certified by Medicare (facilities treating patients who need extended hospital-level care), with location, ownership type, bed count, and certification date. One row per hospital, keyed by CCN so it joins to billing, ownership, and quality data. Raw landing table, values stored as text."
LIBRARY_RAW,LANDING,FED_CMS_MAIN,BASE TABLE,158,299008,2026-07-01 14:52:35.964000-07:00,2026-07-12 12:08:56.846000-07:00,"The catalog of what data.cms.gov offers: dataset titles, descriptions, formats, and URLs. A finding aid for Medicare/Medicaid data worth pouring individually -- the shopping list, not the groceries."
LIBRARY_RAW,LANDING,FED_CMS_MARKETPLACE_PLAN_ATTRIBUTES_PUF,BASE TABLE,22059,1394176,2026-08-07 21:17:31.719000-07:00,2026-08-07 21:17:37.107000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM,BASE TABLE,1037,142848,2026-07-26 11:45:45.902000-07:00,2026-07-26 11:45:50.386000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_MEDICARE_DIALYSIS_FACILITIES,BASE TABLE,12456456,362170368,2026-08-06 12:46:08.834000-07:00,2026-08-06 12:47:11.098000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER,BASE TABLE,381228,78243328,2026-07-26 12:28:37.015000-07:00,2026-07-26 12:28:51.210000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_SUPPL,BASE TABLE,440670,23501824,2026-07-26 12:04:51.178000-07:00,2026-07-26 12:05:08.591000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_MEDICARE_FEE_FOR_SERVICE_PUBLIC_PROVIDER_ENROLLMENT,BASE TABLE,2978925,124900352,2026-08-05 15:04:34.453000-07:00,2026-08-05 15:04:51.960000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER,BASE TABLE,3044,1084928,2026-07-26 12:06:18.428000-07:00,2026-07-26 12:06:22.389000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,BASE TABLE,145879,5780992,2026-07-26 12:22:14.704000-07:00,2026-07-26 12:22:22.514000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE,BASE TABLE,116182,4209152,2026-07-26 12:22:26.334000-07:00,2026-07-26 12:22:32.371000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER,BASE TABLE,1296739,164016640,2026-08-05 14:40:44.658000-07:00,2026-08-05 14:41:26.488000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI,BASE TABLE,9781673,659204096,2026-08-06 12:53:24.354000-07:00,2026-08-06 12:55:07.129000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_MEDICARE_PROVIDER,BASE TABLE,1296739,141097984,2026-06-26 17:54:27.037000-07:00,2026-07-12 12:08:58.670000-07:00,"One row per provider per year showing what they billed Medicare: services rendered, patients seen, charges submitted, and dollars Medicare actually paid, plus patient demographics and chronic-condition mix. 1.3M rows keyed by NPI, so it joins to the provider spine, pharma payments, and the banned-provider list. Raw landing -- every value is text, cast dollar amounts before you sum them."
LIBRARY_RAW,LANDING,FED_CMS_NADAC,BASE TABLE,1497925,11106304,2026-06-27 21:13:31.189000-07:00,2026-07-12 12:09:02.527000-07:00,"The real acquisition cost of drugs (CMS NADAC): what pharmacies actually pay per unit for each drug, identified by NDC, with the drug description, pricing unit, brand/generic flag, and the matching generic's cost. 1.5M rows. Cross it against what Medicare/Medicaid reimburse and you find the markup -- where the overpayment story lives. NDC is the steel join key to FDA drug data, Part D, and RxNorm. Raw landing table: every value stored as text, so cast prices and dates before comparing."
LIBRARY_RAW,LANDING,FED_CMS_NPPES,BASE TABLE,9606683,1332882432,2026-07-02 09:35:11.038000-07:00,2026-07-12 12:08:48.658000-07:00,"Every active healthcare provider in America with an NPI number -- 9.6 million doctors, nurses, clinics, hospitals, and organizations -- with names, addresses, specialties (taxonomy), and license numbers. This is the spine of the health data: payments, bans, and Medicare billing all point back to a provider here. Keyed by NPI, with EIN, name, and ZIP for further joins. If a provider exists, they're in this table. Published monthly by CMS.  (Raw as-loaded copy; the cleaned version is in LIBRARY_MARTS.)"
LIBRARY_RAW,LANDING,FED_CMS_NURSING_HOME,BASE TABLE,14700,3931648,2026-06-17 09:58:43.089000-07:00,2026-07-12 12:08:46.855000-07:00,"One row per certified nursing home from CMS Care Compare -- overall and category star ratings, staffing hours per resident, ownership and chain, inspection deficiencies, fines, payment denials, and an abuse-icon flag. This is the go-to for spotting understaffed or repeatedly-cited facilities and tracing them up to their parent chains. Cleaned and analytics-ready; keyed by CCN plus NPI, county FIPS, lat/lon, name, address, ZIP; ~14,700 rows.  (Raw as-loaded copy; the cleaned version is in LIBRARY_MARTS.)"
LIBRARY_RAW,LANDING,FED_CMS_NURSING_HOME_DEFICIENCIES,BASE TABLE,418479,5046784,2026-07-26 15:25:29.314000-07:00,2026-07-26 15:25:38.030000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES,BASE TABLE,200030,2670592,2026-07-26 15:25:18.712000-07:00,2026-07-26 15:25:24.191000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_NURSING_HOME_PENALTIES,BASE TABLE,16180,826368,2026-07-26 15:25:39.983000-07:00,2026-07-26 15:25:42.012000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_OPEN_PAYMENTS,BASE TABLE,15385047,699111936,2026-06-26 16:01:43.893000-07:00,2026-07-12 12:08:58.784000-07:00,"CMS Open Payments general-payments detail: 15.4M individual payments and gifts from drug and device companies to physicians and teaching hospitals -- who paid, who got it (with NPI), how much, what it was for (meals, travel, consulting, speaking), and the drug or device involved. Cross it with Medicare prescribing to see whether the money moves the pen. Raw landing, all text -- cast the dollar amount before summing."
LIBRARY_RAW,LANDING,FED_CMS_OPEN_PAYMENTS_2022,BASE TABLE,13250000,612150272,2026-06-28 10:55:46.770000-07:00,2026-07-12 12:09:13.797000-07:00,CMS Open Payments - General Payments Detail (PY2022)
LIBRARY_RAW,LANDING,FED_CMS_OPEN_PAYMENTS_2023,BASE TABLE,14700786,698590208,2026-06-26 18:05:12.031000-07:00,2026-07-12 12:09:07.296000-07:00,"CMS Open Payments for 2023: each general payment or gift from a pharma/device company to a physician or teaching hospital -- amount, date, the company, and the drug or device it was tied to (14.7M rows). This is how you see which doctors take money from whom. Carries NPI (doctor) and CCN (hospital) so it links to the provider spine and the banned-provider list. Raw landing -- every field text, one program year (2023) only."
LIBRARY_RAW,LANDING,FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT,BASE TABLE,1697025,71257600,2026-08-07 21:27:10.244000-07:00,2026-08-07 21:27:27.415000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_OPIOID_TREATMENT_PROGRAM_PROVIDERS,BASE TABLE,1558,144384,2026-07-26 12:06:24.409000-07:00,2026-07-26 12:06:28.387000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_OPT_OUT_AFFIDAVITS,BASE TABLE,57209,4907008,2026-07-26 12:12:59.733000-07:00,2026-07-26 12:13:05.581000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_ORDER_AND_REFERRING,BASE TABLE,2018354,54605824,2026-08-05 15:05:09.565000-07:00,2026-08-05 15:05:29.634000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_PARTD_PRESCRIBER_DRUG,BASE TABLE,25869521,632393728,2026-07-23 15:45:48.054000-07:00,2026-07-23 15:47:39.279000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_PART_D_PRESCRIBERS,BASE TABLE,1416883,170281472,2026-06-26 17:54:53.358000-07:00,2026-07-12 12:09:01.793000-07:00,"One row per prescriber showing their Medicare Part D prescribing: total claims, drug cost, day supply, brand vs generic split, and dedicated opioid and antibiotic measures including opioid prescribing rate. 1.4M rows keyed by NPI. Pair it with pharma payments to test whether industry money tracks with what doctors prescribe. Raw landing, all text."
LIBRARY_RAW,LANDING,FED_CMS_PECOS_PROVIDER_ENROLLMENT,BASE TABLE,2978925,69826560,2026-08-07 21:33:08.570000-07:00,2026-08-07 21:33:24-07:00,
LIBRARY_RAW,LANDING,FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_NON_PHYSICIANS,BASE TABLE,6880,344576,2026-07-26 12:06:48.334000-07:00,2026-07-26 12:06:51.526000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_PHYSICIANS,BASE TABLE,7240,366080,2026-07-26 12:06:53.257000-07:00,2026-07-26 12:06:56.712000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_POS_OTHER,BASE TABLE,44429,5041152,2026-06-24 15:14:30.573000-07:00,2026-07-12 12:09:03.170000-07:00,"CMS Provider of Services file: the deep-detail record for ~44,000 hospitals and non-hospital facilities, with hundreds of columns on bed counts, staffing, services offered, ownership changes, and termination status. Keyed by CCN and carrying FIPS geography, it's the backbone reference for what a Medicare facility actually is and does. Raw landing table, values stored as text -- and yes, the column names are cryptic CMS codes."
LIBRARY_RAW,LANDING,FED_CMS_QUALITY_PAYMENT_PROGRAM_EXPERIENCE,BASE TABLE,503917,58366464,2026-08-05 15:06:34.257000-07:00,2026-08-05 15:07:09.525000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS,BASE TABLE,5530,668160,2026-07-26 12:12:44.548000-07:00,2026-07-26 12:12:48.397000-07:00,
LIBRARY_RAW,LANDING,FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS,BASE TABLE,14425,1949184,2026-07-26 12:12:51.402000-07:00,2026-07-26 12:12:55.779000-07:00,
LIBRARY_RAW,LANDING,FED_CONGRESS_COMMITTEE_MEMBERSHIP,BASE TABLE,3879,86016,2026-06-30 20:01:01.102000-07:00,2026-07-12 12:09:13.346000-07:00,"Current committee and subcommittee membership for Congress: which member sits on or chairs which committee, with their party, rank, and role. 3,879 rows keyed by BIOGUIDE, so it joins straight to the member spine -- letting you connect a lawmaker's committee power to the industries donating to them. Raw landing, all text."
LIBRARY_RAW,LANDING,FED_CONGRESS_LEGISLATORS,BASE TABLE,12847,999936,2026-06-29 13:52:37.563000-07:00,2026-07-12 12:09:04.675000-07:00,"Every current and historical member of Congress (plus presidents/VPs): name, party, state, district, terms, and birthday. The keystone: it carries the master ID crosswalk (bioguide, icpsr, fec, opensecrets, govtrack, votesmart, wikidata, and more) so a legislator here links to their votes, their money, and their bio anywhere. Raw landing, stored as text; 12,847 rows spanning all of US history."
LIBRARY_RAW,LANDING,FED_CONSOLIDATED_SCREENING_LIST,BASE TABLE,25918,3964928,2026-08-05 14:37:15.800000-07:00,2026-08-05 14:37:19.080000-07:00,
LIBRARY_RAW,LANDING,FED_COURTLISTENER_CITATIONS,BASE TABLE,18123788,173253120,2026-08-11 17:47:54.246000-07:00,2026-08-11 17:53:06.675000-07:00,
LIBRARY_RAW,LANDING,FED_COURTLISTENER_CITATION_MAP,BASE TABLE,0,0,2026-08-11 17:54:05.227000-07:00,2026-08-11 17:54:05.668000-07:00,
LIBRARY_RAW,LANDING,FED_COURTLISTENER_COURTHOUSES,BASE TABLE,3361,50176,2026-08-11 17:03:50.696000-07:00,2026-08-11 17:03:52.513000-07:00,
LIBRARY_RAW,LANDING,FED_COURTLISTENER_COURTS,BASE TABLE,3361,192000,2026-08-11 17:03:45.506000-07:00,2026-08-11 17:03:47.576000-07:00,
