table,date_col,year,rows,table_rows,first_year,last_year,years_dead,vintage_label
CA_LOBBY_AMENDMENTS,FROM_DATE,2019,2741,25249,2000,2025,1,CA_LOBBY_AMENDMENTS FROM_DATE 2000-2025
CA_LOBBY_AMENDMENTS,FROM_DATE,2020,37,25249,2000,2025,1,CA_LOBBY_AMENDMENTS FROM_DATE 2000-2025
CA_LOBBY_AMENDMENTS,FROM_DATE,2021,2459,25249,2000,2025,1,CA_LOBBY_AMENDMENTS FROM_DATE 2000-2025
CA_LOBBY_AMENDMENTS,FROM_DATE,2022,36,25249,2000,2025,1,CA_LOBBY_AMENDMENTS FROM_DATE 2000-2025
CA_LOBBY_AMENDMENTS,FROM_DATE,2023,2859,25249,2000,2025,1,CA_LOBBY_AMENDMENTS FROM_DATE 2000-2025
CA_LOBBY_AMENDMENTS,FROM_DATE,2024,39,25249,2000,2025,1,CA_LOBBY_AMENDMENTS FROM_DATE 2000-2025
CA_LOBBY_AMENDMENTS,FROM_DATE,2025,2669,25249,2000,2025,1,CA_LOBBY_AMENDMENTS FROM_DATE 2000-2025
CA_LOBBY_AMENDMENTS,FROM_DATE,2026,14,25249,2000,2025,1,CA_LOBBY_AMENDMENTS FROM_DATE 2000-2025
CA_LOBBY_AMENDMENTS,THRU_DATE,2000,2,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2001,6,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2002,330,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2003,11,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2004,439,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2005,92,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2006,1092,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2007,78,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2008,1752,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2009,64,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2010,1601,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2011,84,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2012,1867,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2013,80,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2014,2093,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2015,77,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2016,2147,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2017,60,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2018,2517,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2019,39,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2020,2736,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2021,31,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2022,2465,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2023,47,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2024,2847,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2025,19,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,THRU_DATE,2026,2669,25249,2002,2026,0,CA_LOBBY_AMENDMENTS THRU_DATE 2002-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2001,7,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2002,9,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2003,15,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2004,23,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2005,48,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2006,47,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2007,61,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2008,36,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2009,42,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2010,42,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2011,96,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2012,81,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2013,97,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2014,100,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2015,119,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2016,112,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2017,136,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2018,135,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2019,169,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2020,124,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2021,164,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2022,166,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2023,199,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2024,177,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2025,182,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2026,103,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_L_EFF,2027,1,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,1999,2,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2001,5,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2002,8,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2003,12,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2004,20,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2005,65,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2006,27,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2007,48,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2008,48,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2009,60,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2010,43,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2011,88,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2012,95,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2013,112,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2014,103,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2015,117,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2016,111,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2017,144,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2018,152,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2019,183,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2020,117,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2021,159,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2022,136,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2023,177,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2024,155,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2025,209,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,DEL_L_EFF,2026,81,25249,2001,2026,0,CA_LOBBY_AMENDMENTS DEL_L_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,1999,2,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2000,2,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2001,87,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2002,50,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2003,86,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2004,74,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2005,281,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2006,210,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2007,517,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2008,304,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2009,420,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2010,301,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2011,482,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2012,236,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2013,451,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2014,336,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2015,494,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2016,353,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2017,592,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2018,416,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2019,765,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2020,399,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2021,590,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2022,491,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2023,712,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2024,513,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2025,716,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_AMENDMENTS,ADD_LE_EFF,2026,395,25249,2001,2026,0,CA_LOBBY_AMENDMENTS ADD_LE_EFF 2001-2026
CA_LOBBY_CHG_LOG,LOG_DT,1999,6,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2000,6578,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2001,8850,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2002,4607,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2003,2997,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2004,2689,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2005,2037,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2006,2196,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2007,2957,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2008,2838,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2009,2201,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2010,2558,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2011,3781,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2012,3575,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2013,4005,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2014,2773,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2015,3664,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2016,3014,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2017,3957,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2018,4373,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
CA_LOBBY_CHG_LOG,LOG_DT,2019,2237,85765,2000,2026,0,CA_LOBBY_CHG_LOG LOG_DT 2000-2026
