book_id,extract_id
H-090,HD-194
H-090,LB-070
H-091,TB-044
H-091,HD-137
H-091,TB-132
H-091,HD-195
H-092,WN-033
H-093,TB-056
H-093,HD-138
H-094,WN-131
H-095,TB-160
H-095,HD-120
H-096,TB-161
H-096,HD-121
H-096,TB-593
H-096,HD-567
H-097,TB-048
H-097,HD-020
H-099,TB-119
H-099,HD-073
H-100,TB-047
H-100,HD-150
H-100,TB-109
H-100,HD-187
H-101,TB-167
H-101,HD-145
H-104,TB-601
H-104,WN-146
H-105,WN-135
H-106,WN-126
H-107,WN-132
H-108,WN-134
H-108,WN-148
H-108,WN-136
H-109,LF-002
H-109,LF-003
H-109,LF-004
H-110,WN-142
H-110,WN-147
H-110,WN-150
H-111,WN-151
H-112,WN-149
H-113,WN-154
H-113,WN-163
H-114,WN-168
H-114,WN-183
H-114,LB-152
H-115,WN-172
H-115,WN-185
H-115,WN-187
H-116,WN-174
H-116,LB-147
H-117,WN-179
H-118,LB-155
H-119,WN-045
H-120,WN-035
H-121,WN-032
H-122,WN-034
H-123,LB-071
H-124,LB-139
H-124,LB-158
H-125,TB-027
H-125,HD-143
H-125,TB-081
H-125,HD-159
H-125,WN-036
H-125,LF-020
H-128,TB-039
H-128,HD-118
H-129,TB-041
H-129,HD-122
H-129,TB-147
H-129,HD-210
H-130,TB-042
H-130,HD-123
H-130,TB-007
H-130,HD-576
H-131,LF-034
H-132,TB-165
H-132,HD-134
H-132,TB-133
H-132,HD-196
H-133,TB-012
H-133,HD-581
H-134,TB-660
H-134,LB-040
H-135,TB-100
H-135,HD-178
H-136,TB-062
H-136,HD-021
H-137,WN-123
H-138,TB-055
H-138,HD-136
H-139,TB-064
H-139,HD-029
H-140,TB-123
H-140,HD-091
H-140,TB-579
H-140,HD-553
H-142,WN-038
H-143,WN-037
H-144,WN-039
H-145,TB-134
H-145,HD-197
H-145,LB-072
H-146,LF-064
H-147,TB-050
H-147,HD-031
H-148,TB-154
H-148,HD-014
H-149,WN-009
H-150,TB-049
H-150,HD-025
H-151,TB-067
H-151,HD-144
H-152,TB-146
H-152,HD-209
H-153,TB-117
H-153,HD-067
H-154,TB-105
H-154,HD-183
H-155,TB-162
H-155,HD-125
H-156,TB-068
H-156,HD-149
H-157,TB-079
H-157,HD-157
H-158,TB-152
H-158,HD-215
H-159,TB-140
H-159,HD-203
H-159,LB-068
H-160,WN-031
H-161,TB-071
H-161,HD-006
H-162,TB-082
H-162,HD-160
H-163,TB-054
H-163,HD-135
H-164,WN-029
H-165,TB-036
H-165,HD-115
H-166,TB-011
H-166,HD-580
H-166,TB-138
H-166,HD-201
H-166,LB-066
H-167,TB-659
H-167,LB-039
H-168,TB-661
H-168,LB-041
H-169,TB-112
H-169,HD-190
H-169,LB-073
H-170,WN-008
H-171,TB-002
H-172,LF-052
H-173,LF-062
H-175,TB-104
H-175,HD-182
H-176,TB-072
H-176,HD-024
H-177,WN-044
H-178,WN-047
H-179,TB-150
H-179,HD-213
H-179,TB-024
H-180,HD-568
H-180,TB-615
H-181,TB-083
H-181,HD-161
H-182,TB-084
H-182,HD-162
H-183,TB-085
H-183,HD-163
H-184,WN-193
H-184,WN-204
H-184,WN-206
H-184,WN-207
H-185,TB-086
H-185,HD-164
H-186,TB-099
H-186,HD-177
H-187,TB-115
H-187,HD-065
H-187,WN-107
H-188,TB-151
H-188,HD-214
H-189,TB-096
H-189,HD-174
H-190,TB-116
H-190,HD-066
H-190,TB-582
H-190,HD-556
H-190,WN-106
H-191,TB-098
H-191,HD-176
H-192,TB-530
H-192,HD-519
H-193,TB-531
H-193,HD-520
H-194,TB-436
H-194,HD-422
H-194,LB-082
H-195,TB-536
H-195,HD-525
H-195,TB-537
H-195,HD-068
H-195,TB-588
H-195,HD-562
H-196,TB-087
H-196,HD-165
H-197,TB-088
H-197,HD-166
H-198,TB-089
H-198,HD-167
H-199,TB-090
H-199,HD-168
H-200,TB-091
H-200,HD-169
H-201,TB-106
H-201,HD-184
H-202,TB-107
H-202,HD-185
H-203,TB-108
H-203,HD-186
H-204,TB-097
H-204,HD-175
H-205,TB-094
H-205,HD-172
H-206,TB-142
H-206,HD-205
H-206,LB-104
H-207,TB-052
H-207,HD-126
H-208,WN-096
H-209,LB-164
H-210,WN-019
H-211,TB-263
H-211,HD-095
H-213,TB-606
H-214,WN-023
H-215,WN-027
H-216,WN-040
H-219,LB-063
H-220,WN-043
