book_id,extract_id
F-173,LF-F112
F-173,LF-F113
F-174,LF-F109
F-174,LF-F114
F-174,LF-L199
F-175,LF-F117
F-176,LF-F118
F-176,LF-F119
F-176,LF-F120
F-177,LF-F121
F-177,LF-F122
F-177,LF-F123
F-178,LF-F124
F-178,LF-F125
F-179,LF-F127
F-180,TB-1036
F-181,WN-F28
F-182,TB-1075
F-183,WN-F08
F-184,WN-F13
F-185,WN-F26
F-186,HD-F003
F-187,HD-F036
F-188,HD-F005
F-189,HD-F055
F-190,HD-F054
F-191,HD-F037
F-192,HD-F038
F-193,HD-F006
F-194,HD-F010
F-195,HD-F066
F-196,HD-F083
F-197,HD-F062
F-198,HD-F082
F-199,LF-F010
F-199,LF-F011
F-200,HD-F035
F-201,HD-F039
F-202,HD-F040
F-203,HD-F012
F-204,HD-F051
F-205,HD-F060
F-206,HD-F053
F-207,HD-F081
F-208,HD-F067
F-209,HD-F011
F-210,HD-F061
F-211,HD-F043
F-212,HD-F042
F-213,HD-F052
F-214,HD-F021
F-215,TB-1078
F-215,LB-F23
F-216,HD-F020
F-217,HD-F027
F-218,HD-F028
F-219,HD-F026
F-220,TB-1081
F-220,LF-F014
F-221,LB-F34
F-222,TB-1021
F-223,TB-1022
F-223,WN-F12
F-224,TB-1032
F-225,HD-F045
F-226,TB-1059
F-227,TB-1060
F-228,TB-1061
F-229,LB-F59
F-230,HD-F046
F-231,LB-F65
F-232,HD-F047
F-233,HD-F001
F-234,TB-1076
F-235,LB-F58
F-236,LB-F60
F-237,HD-F024
F-238,HD-F025
F-239,TB-1087
F-239,LF-F020
F-240,TB-1088
F-240,LF-F021
F-241,LF-F064
F-241,LF-F065
F-241,LF-F066
F-242,TB-1025
F-242,WN-F11
F-243,WN-F10
F-244,WN-F09
F-245,TB-1027
F-245,WN-F07
F-246,TB-1026
F-247,TB-1028
F-248,TB-1089
F-248,LF-F022
F-249,TB-1030
F-250,WN-F27
F-251,TB-1038
F-252,TB-1051
F-253,TB-1044
F-254,TB-1045
F-254,TB-1046
F-255,TB-1047
F-256,TB-1048
F-257,TB-1049
F-258,TB-1050
F-259,TB-1091
F-259,LF-F024
F-260,TB-1068
F-261,TB-1037
F-262,TB-1062
F-263,TB-1063
F-264,TB-1064
F-265,TB-1065
F-266,TB-1066
F-267,TB-1067
F-268,LB-F18
F-269,TB-1052
F-270,TB-1053
F-271,TB-1054
F-272,TB-1055
F-273,TB-1056
F-274,TB-1057
F-275,TB-1058
F-276,TB-1095
F-276,LF-F028
F-277,HD-F044
F-278,TB-1031
F-279,WN-F20
F-280,WN-F19
F-281,WN-F22
F-282,TB-1083
F-282,LF-F016
F-283,TB-1077
F-283,LB-F22
F-283,WN-F21
F-284,WN-F29
F-285,LF-F012
F-286,HD-F077
F-287,WN-F33
F-288,TB-1096
F-288,LF-F029
F-289,TB-1097
F-289,LF-F030
F-290,TB-1099
F-291,TB-1093
F-291,LF-F026
F-292,TB-1100
F-292,LF-F032
F-292,LB-F21
F-293,HD-F041
F-294,HD-F008
F-295,HD-F058
F-296,HD-F056
F-297,HD-F057
F-298,TB-1024
F-299,LB-F62
F-300,HD-F064
F-301,WN-F06
F-301,LB-F41
F-302,TB-1084
F-302,LF-F017
F-303,TB-1094
F-303,LF-F027
F-304,LB-F63
F-305,HD-F085
F-306,HD-F084
F-307,TB-1023
F-308,TB-1085
F-308,LF-F018
F-309,TB-1035
F-309,LB-F43
F-310,TB-1103
F-310,LF-F035
F-311,TB-1082
F-311,LF-F015
F-312,TB-1104
F-313,LB-F57
F-314,TB-1034
F-314,WN-F16
F-315,WN-F17
F-316,WN-F18
F-317,TB-1090
F-317,LF-F023
F-318,WN-F15
F-319,TB-1033
F-320,TB-1098
F-320,LF-F031
F-321,TB-1092
F-321,LF-F025
F-322,TB-1039
F-323,TB-1029
F-324,LB-F33
F-325,HD-L040
F-325,WN-L14
D-001,TB-1107
D-002,TB-1108
D-003,TB-1109
D-004,TB-1110
D-005,TB-1111
D-006,TB-1112
D-007,TB-1113
D-008,TB-1114
D-009,TB-1115
D-010,TB-1116
D-011,TB-1117
D-012,TB-1118
D-013,TB-1119
D-014,TB-1120
D-015,TB-1121
D-016,TB-1122
D-017,TB-1136
D-018,TB-1134
D-019,TB-1135
D-020,TB-1133
D-021,WN-D03
D-022,WN-D08
D-023,LB-D16
D-024,WN-D02
D-025,WN-D01
D-026,LB-D13
D-027,LB-D17
D-028,TB-1140
D-028,LF-D004
D-029,TB-1141
D-029,LF-D005
D-030,LF-D006
D-031,LF-D007
D-032,LF-D008
D-033,TB-1142
D-033,LF-D003
D-034,LF-D009
D-035,LF-D010
D-036,LF-D011
D-036,TB-1184
D-037,LF-D012
D-038,TB-1123
D-039,TB-1124
D-040,TB-1125
D-040,WN-D13
D-041,TB-1130
D-042,TB-1131
D-043,TB-1126
D-044,TB-1129
D-045,TB-1127
D-046,TB-1128
D-047,TB-1132
D-048,WN-D04
D-049,WN-D05
D-050,WN-D06
D-051,WN-D07
D-052,WN-D09
D-053,WN-D10
D-054,WN-D11
D-055,WN-D12
D-056,WN-D14
D-057,WN-D15
D-058,WN-D16
D-059,WN-D17
D-060,WN-D18
D-061,WN-D19
D-062,WN-D20
D-062,TB-1137
D-062,HD-D051
D-062,HD-D001
D-062,HD-D002
D-063,WN-D21
D-064,WN-D22
D-065,WN-D23
D-066,WN-D24
D-067,WN-D25
D-068,WN-D26
D-069,WN-D27
D-069,LF-D028
D-070,WN-D28
D-071,WN-D29
D-072,HD-D003
D-073,HD-D004
D-074,HD-D005
D-075,HD-D006
D-076,HD-D007
D-077,HD-D008
D-078,HD-D009
D-079,HD-D010
D-080,HD-D011
D-081,HD-D012
D-082,HD-D013
D-083,HD-D014
D-084,HD-D015
D-085,HD-D016
D-086,HD-D017
D-087,HD-D018
D-088,HD-D019
D-089,HD-D020
D-090,HD-D021
D-091,HD-D022
D-092,HD-D023
D-093,HD-D024
D-094,HD-D025
D-095,HD-D026
D-096,HD-D027
D-097,HD-D028
D-097,HD-D053
D-098,HD-D029
D-099,HD-D030
D-100,HD-D031
D-101,HD-D032
D-102,HD-D033
D-103,HD-D034
D-104,HD-D035
D-105,HD-D036
D-106,HD-D037
D-107,HD-D038
D-108,HD-D039
D-109,HD-D040
D-110,HD-D041
D-111,HD-D042
D-112,HD-D043
D-113,HD-D044
D-114,HD-D045
D-115,HD-D046
D-116,HD-D047
D-117,HD-D048
D-118,HD-D049
D-119,TB-1139
D-119,HD-D050
D-120,TB-1138
D-120,HD-D052
D-121,HD-D054
D-122,TB-1144
D-123,TB-1145
D-124,TB-1143
D-125,TB-1146
D-125,TB-1147
D-125,HD-D055
D-126,LB-D01
D-127,LB-D02
D-128,LB-D03
D-129,LB-D04
D-130,LB-D05
D-131,LB-D06
D-132,LB-D07
D-133,LB-D08
D-134,LB-D09
D-135,LB-D10
D-136,LB-D11
D-137,LB-D12
D-138,LB-D14
D-139,LB-D15
D-140,LF-D001
D-141,LF-D002
D-142,LF-D029
D-143,LF-D034
D-144,LF-D013
D-145,LF-D014
D-146,LF-D015
D-147,LF-D016
D-148,LF-D017
D-149,LF-D018
D-150,LF-D019
D-151,LF-D020
D-152,LF-D021
D-153,LF-D022
D-154,LF-D023
D-155,LF-D024
D-156,LF-D025
D-157,LF-D026
D-158,LF-D027
D-159,LF-D030
D-160,LF-D031
D-161,LF-D032
D-162,LF-D033
D-163,LF-D035
D-164,LF-D036
D-165,LF-D037
D-166,LF-D038
D-167,LF-D039
D-168,LF-D040
D-169,LF-D041
D-170,LF-D042
D-171,LF-D043
D-172,LF-D044
D-173,LF-D045
D-174,LF-D046
W-001,HD-L016
W-001,HD-L024
W-001,HD-L026
W-002,HD-L017
W-002,HD-L025
W-003,HD-L018
W-003,HD-L023
W-003,LF-L069
W-004,HD-L019
W-004,HD-L024
W-005,HD-L020
W-005,HD-L025
W-005,HD-L026
W-006,HD-L021
W-007,HD-L021
W-007,HD-L025
W-008,HD-L021
W-008,HD-L023
W-009,HD-L021
W-009,HD-L026
W-009,LF-L067
W-010,HD-L021
W-011,HD-L021
W-012,HD-L023
W-012,LF-L072
W-013,HD-L023
W-014,HD-L023
W-014,HD-L027
W-014,TB-1176
W-014,LF-L066
W-015,HD-L023
W-016,HD-L024
W-017,HD-L024
W-018,HD-L024
W-018,LF-L182
W-019,HD-L024
W-020,HD-L025
W-021,HD-L025
W-022,HD-L026
W-023,HD-L026
W-024,HD-L026
W-025,HD-L026
W-026,HD-L027
W-026,TB-1176
W-027,HD-L027
W-027,TB-1176
W-028,HD-L027
W-028,TB-1176
W-028,LF-L071
W-029,HD-L027
W-029,TB-1176
W-029,LF-L144
W-030,HD-L027
W-030,TB-1176
W-030,LF-L083
W-031,HD-L027
W-031,TB-1176
W-032,HD-L027
W-032,TB-1176
W-032,HD-L022
W-033,HD-L027
W-033,TB-1176
W-034,TB-1176
W-035,HD-L022
W-035,LF-L080
W-036,HD-L022
W-037,HD-L022
W-037,LF-L123
W-038,HD-L022
W-038,LF-L152
W-039,HD-L022
W-039,LF-L116
W-040,HD-L022
W-040,LF-L100
W-041,LF-L068
W-042,LF-L070
W-043,LF-L073
W-043,LF-L177
W-044,LF-L074
W-045,LF-L075
W-046,LF-L076
W-047,LF-L077
W-048,LF-L078
W-049,LF-L079
W-050,LF-L081
W-051,LF-L082
W-052,LF-L084
W-053,LF-L085
W-054,LF-L086
W-055,LF-L087
W-056,LF-L088
W-057,LF-L089
W-058,LF-L090
W-059,LF-L091
W-060,LF-L092
W-061,LF-L093
W-062,LF-L094
W-063,LF-L095
W-064,LF-L096
W-065,LF-L097
W-066,LF-L098
W-067,LF-L099
W-068,LF-L101
W-069,LF-L102
W-070,LF-L103
W-071,LF-L104
W-072,LF-L105
W-073,LF-L106
W-074,LF-L107
W-075,LF-L108
W-076,LF-L109
W-077,LF-L110
W-078,LF-L111
W-079,LF-L112
W-080,LF-L113
W-081,LF-L114
W-082,LF-L115
W-083,LF-L117
W-084,LF-L118
W-085,LF-L119
W-086,LF-L120
W-087,LF-L121
W-088,LF-L122
W-089,LF-L124
W-090,LF-L125
W-091,LF-L126
W-092,LF-L127
W-093,LF-L128
W-094,LF-L129
W-095,LF-L130
W-096,LF-L131
W-097,LF-L132
W-098,LF-L133
W-099,LF-L134
W-100,LF-L135
W-101,LF-L136
W-102,LF-L137
W-103,LF-L138
W-104,LF-L139
W-105,LF-L140
W-106,LF-L141
W-107,LF-L142
W-108,LF-L143
W-109,LF-L145
W-110,LF-L146
W-111,LF-L147
W-112,LF-L148
W-113,LF-L149
W-114,LF-L150
W-115,LF-L151
W-116,LF-L153
W-117,LF-L154
W-118,LF-L155
W-119,LF-L156
W-120,LF-L157
W-121,LF-L158
W-122,LF-L159
W-123,LF-L160
W-124,LF-L161
W-125,LF-L162
W-126,LF-L163
W-127,LF-L164
W-128,LF-L165
W-129,LF-L166
W-130,LF-L167
W-131,LF-L168
W-132,LF-L169
W-133,LF-L170
W-134,LF-L171
W-135,LF-L172
W-136,LF-L173
W-137,LF-L174
W-138,LF-L175
W-139,LF-L176
W-140,LF-L178
W-141,LF-L179
W-142,LF-L180
W-143,LF-L181
W-144,LF-L183
W-145,LF-L184
W-146,LF-L185
W-147,LF-L186
W-148,LF-L187
W-149,TB-1152
W-150,HD-L015
W-151,HD-L015
W-152,HD-L015
W-153,HD-L015
W-154,HD-L015
W-154,HD-L005
W-155,HD-L015
W-156,HD-L015
W-157,HD-L015
W-158,HD-L015
W-159,HD-L015
W-160,LF-L017
W-161,LF-L001
W-162,LF-L002
W-163,LF-L003
W-164,LF-L004
W-165,LF-L005
W-166,LF-L006
W-167,LF-L007
W-168,LF-L008
W-169,LF-L009
W-170,LF-L010
W-171,LF-L011
W-172,LF-L012
W-173,LF-L013
W-174,LF-L202
W-175,LB-L19
W-176,TB-1187
W-177,LF-L193
W-178,HD-L036
W-179,HD-L041
W-180,TB-1153
W-180,TB-1161
W-181,TB-1154
W-182,LF-L018
W-183,LF-L027
W-184,LF-L065
W-185,LF-L036
W-186,LF-L037
W-187,LF-L046
W-188,WN-L15
W-189,TB-1148
W-190,TB-1149
W-191,LF-L020
W-192,LF-L021
W-193,LF-L023
W-194,LF-L024
W-195,LF-L029
W-196,LF-L028
W-197,LF-L059
W-198,LF-L060
W-199,LF-L047
W-200,LF-L048
W-201,LB-L20
W-202,LF-L014
W-203,LF-L015
W-204,LF-L016
W-205,LF-L019
W-206,TB-1155
W-207,TB-1156
W-208,LB-L06
W-209,LB-L12
W-210,LB-L13
W-211,LB-L14
W-212,LB-L15
W-213,LB-L16
W-214,WN-L11
W-215,LF-L049
W-216,HD-L012
W-217,HD-L011
W-218,TB-1165
W-219,LB-L01
W-220,LB-L02
W-221,LB-L03
W-222,LB-L04
W-223,TB-1160
W-224,TB-1157
W-225,TB-1158
W-225,HD-L010
W-226,HD-L009
W-227,TB-1159
W-228,HD-L004
W-229,HD-L003
W-230,HD-L002
W-231,HD-L006
W-232,HD-L007
W-233,HD-L008
W-234,HD-L013
W-235,HD-L014
W-236,LB-L05
W-237,LB-L07
W-238,LB-L08
W-239,LB-L09
W-240,WN-L01
W-241,WN-L02
W-242,WN-L03
W-243,WN-L04
W-243,WN-L05
W-244,WN-L06
W-245,WN-L07
W-246,WN-L08
W-247,LF-L022
W-248,LF-L025
W-249,LF-L026
W-250,LF-L031
W-251,LF-L032
W-252,LF-L033
W-253,LF-L034
W-254,LF-L035
W-255,LF-L038
W-256,LF-L039
W-257,LF-L040
W-258,LF-L041
W-259,LF-L042
W-260,LF-L043
W-261,LF-L044
W-262,LF-L045
W-263,LF-L209
W-264,LF-L050
W-265,LF-L051
W-266,LF-L062
W-267,LF-L056
W-268,HD-L001
W-269,TB-1171
W-270,TB-1169
W-271,TB-1170
W-272,TB-1166
W-273,TB-1167
W-274,TB-1168
W-275,TB-1172
W-276,HD-L042
W-277,TB-1151
W-278,TB-1162
W-279,TB-1163
W-279,WN-L10
W-279,WN-L13
W-279,WN-L16
W-279,WN-L12
W-280,WN-L09
W-281,HD-L035
W-282,HD-L039
W-283,TB-1186
W-284,TB-1185
W-285,TB-1173
W-286,TB-1179
W-287,HD-L030
W-288,HD-L032
W-289,HD-L033
W-290,HD-L034
W-291,HD-L037
W-292,HD-L038
W-293,LB-L10
W-294,LB-L11
W-295,LB-L17
W-296,LB-L18
W-297,LB-L21
W-298,LB-L22
W-299,LF-L201
W-299,LF-L203
W-299,LF-L204
W-300,LF-L052
W-301,LF-L030
W-302,LF-L188
W-303,LF-L191
W-304,LF-L063
W-304,LF-L064
W-305,LF-L213
W-306,LF-L197
W-307,LF-L207
