book_id,extract_id
R-189,TB-899
R-189,TB-860
R-189,HD-R068
R-189,HD-R163
R-189,WN-R45
R-189,HD-R140
R-190,TB-878
R-191,LF-R044
R-191,HD-R141
R-192,TB-877
R-192,TB-943
R-192,HD-R124
R-192,LB-R36
R-192,HD-R046
R-193,HD-R126
R-193,WN-R14
R-193,LF-R024
R-194,HD-R132
R-195,TB-933
R-195,WN-R32
R-195,HD-R119
R-196,TB-933
R-196,HD-R121
R-196,WN-R32
R-197,HD-R142
R-197,TB-936
R-197,WN-R29
R-198,TB-937
R-199,TB-938
R-199,HD-R147
R-199,WN-R12
R-200,TB-939
R-200,WN-R27
R-201,HD-R164
R-202,WN-R13
R-203,HD-R138
R-203,TB-949
R-203,HD-R024
R-204,HD-R021
R-204,TB-948
R-204,HD-R128
R-205,HD-R139
R-206,TB-900
R-207,TB-1008
R-208,TB-914
R-209,HD-R103
R-210,TB-960
R-211,TB-966
R-212,TB-965
R-213,TB-994
R-214,LB-R31
R-215,LB-R32
R-216,TB-932
R-216,WN-R34
R-216,HD-R074
R-217,HD-R077
R-218,HD-R092
R-219,TB-859
R-219,TB-880
R-219,TB-982
R-220,HD-R150
R-221,HD-R170
R-222,WN-R10
R-222,LB-R35
R-222,HD-R060
R-222,TB-947
R-222,LF-R016
R-222,LF-R017
R-223,HD-R093
R-224,HD-R169
R-225,TB-875
R-226,TB-903
R-227,TB-904
R-228,TB-905
R-228,WN-R11
R-228,LF-R015
R-229,TB-906
R-230,TB-907
R-231,TB-908
R-232,TB-909
R-232,WN-R20
R-233,TB-910
R-234,TB-911
R-235,TB-912
R-235,TB-847
R-235,WN-R39
R-236,TB-913
R-237,HD-R030
R-238,TB-991
R-238,WN-R38
R-239,HD-R059
R-239,WN-R57
R-239,TB-1020
R-240,HD-R042
R-240,WN-R53
R-241,HD-R064
R-241,HD-R181
R-242,HD-R048
R-243,TB-929
R-243,TB-858
R-244,TB-940
R-244,WN-R27
R-245,TB-924
R-245,LF-R046
R-246,TB-925
R-246,LF-R047
R-247,WN-R15
R-247,HD-R127
R-247,LF-R025
R-248,TB-943
R-248,HD-R125
R-249,TB-1018
R-249,HD-R133
R-250,HD-R134
R-251,HD-R135
R-252,HD-R086
R-252,HD-R089
R-252,WN-R47
R-253,HD-R087
R-253,HD-R088
R-253,WN-R47
R-254,HD-R090
R-255,HD-R107
R-255,WN-R47
R-255,HD-R184
R-256,HD-R116
R-257,HD-R162
R-258,HD-R148
R-259,HD-R136
R-260,HD-R171
R-261,TB-961
R-261,WN-R37
R-261,HD-R038
R-262,HD-R156
R-263,TB-942
R-263,HD-R161
R-264,HD-R153
R-265,HD-R158
R-266,HD-R169
R-267,LB-R33
R-268,LF-R028
R-269,LF-R048
R-269,LF-R049
R-270,TB-981
R-270,TB-980
R-270,HD-R036
R-270,WN-R19
R-270,TB-846
R-271,TB-985
R-271,WN-R19
R-272,TB-979
R-273,TB-932
R-273,WN-R34
R-274,HD-R096
R-275,HD-R115
R-276,TB-1006
R-276,WN-R30
R-277,TB-894
R-277,HD-R031
R-278,TB-896
R-278,WN-R17
R-278,TB-845
R-279,TB-890
R-279,TB-845
R-280,HD-R022
R-280,TB-931
R-280,WN-R06
R-280,HD-R079
R-281,HD-R078
R-281,HD-R176
R-282,HD-R070
R-282,HD-R175
R-283,HD-R104
R-284,HD-R113
R-284,HD-R114
R-284,LB-R44
R-284,WN-R49
R-285,HD-R110
R-286,HD-R111
R-287,WN-R22
R-287,WN-R23
R-287,HD-R049
R-288,LB-R25
R-289,TB-1012
R-289,WN-R24
R-290,TB-1014
R-290,WN-R25
R-290,LF-R036
R-291,TB-1013
R-291,TB-827
R-291,WN-R49
R-292,HD-R101
R-293,HD-R106
R-294,HD-R112
R-295,HD-R097
R-296,HD-R098
R-297,TB-871
R-298,TB-936
R-298,HD-R143
R-298,WN-R29
R-299,HD-R144
R-300,HD-R145
R-301,LB-R26
R-301,TB-958
R-301,WN-R42
R-302,HD-R080
R-303,HD-R091
R-304,WN-R54
R-304,HD-R040
R-305,HD-R041
R-306,TB-851
R-306,WN-R61
R-307,TB-1001
R-307,WN-R48
R-308,LB-R34
R-309,TB-1009
R-310,TB-1011
R-311,TB-876
R-312,HD-R084
R-312,HD-R085
R-312,LB-R20
R-312,HD-R058
R-313,TB-934
R-313,HD-R140
R-313,LF-R039
R-313,WN-R33
R-314,TB-935
R-315,TB-957
R-315,TB-855
R-316,TB-990
R-317,TB-989
R-317,WN-R37
R-318,HD-R073
R-319,HD-R062
R-320,HD-R050
R-321,HD-R065
R-322,HD-R055
R-323,HD-R037
R-324,TB-978
R-324,TB-951
R-324,TB-845
R-324,TB-1020
R-325,TB-952
R-326,TB-1019
R-326,LF-R020
R-326,WN-R22
R-326,HD-R049
R-327,TB-1019
R-327,LF-R021
R-328,TB-947
R-328,WN-R09
R-328,HD-R094
R-328,TB-849
R-328,HD-R023
R-329,HD-R095
R-330,HD-R117
R-331,HD-R099
R-331,HD-R159
R-332,HD-R159
R-333,TB-946
R-333,HD-R019
R-333,WN-R49
R-333,TB-848
R-333,TB-1020
R-334,TB-946
R-334,WN-R43
R-334,HD-R019
R-334,TB-849
R-335,LB-R41
R-335,WN-R46
R-335,HD-R044
R-335,LF-R022
R-335,TB-1019
R-336,WN-R53
R-337,HD-R166
R-338,HD-R012
R-339,HD-R015
R-340,HD-R016
R-341,HD-R154
R-342,HD-R155
R-343,TB-901
R-343,HD-R033
R-344,HD-R122
R-345,HD-R130
R-346,WN-R31
R-346,TB-874
R-346,HD-R178
R-346,LB-R39
R-346,TB-1019
R-347,TB-1019
R-347,WN-R40
R-347,LF-R018
R-347,HD-R178
R-347,TB-853
R-347,TB-1007
R-348,TB-854
R-348,TB-1019
R-348,LF-R019
R-348,HD-R061
R-348,WN-R56
R-348,HD-R178
R-349,TB-857
R-349,TB-1007
R-350,TB-968
R-350,WN-R58
R-351,TB-927
R-351,TB-858
R-352,TB-879
R-352,LB-R19
R-352,HD-R072
R-353,TB-856
R-353,TB-1007
R-353,TB-897
R-353,HD-R028
R-353,WN-R58
R-353,TB-853
R-354,HD-R178
R-355,TB-963
R-355,WN-R39
R-355,TB-847
R-356,TB-992
R-356,TB-993
R-357,TB-995
R-357,TB-996
R-358,TB-997
R-358,TB-998
R-358,TB-999
R-358,TB-1000
R-359,TB-826
R-360,TB-1020
R-361,TB-870
R-361,TB-888
R-362,TB-885
R-363,TB-889
R-364,TB-886
R-365,TB-887
R-366,TB-882
R-367,TB-883
R-368,TB-969
R-369,TB-971
R-370,TB-972
R-371,TB-973
R-372,TB-974
R-373,TB-975
R-374,TB-976
R-375,TB-977
R-376,TB-983
R-377,TB-986
R-378,TB-987
R-379,TB-1003
R-380,TB-1004
