book_id,extract_id
P-113,TB-336
P-114,HD-278
P-114,TB-337
P-115,HD-307
P-115,TB-370
P-116,HD-281
P-116,TB-340
P-117,HD-282
P-117,TB-341
P-118,WN-112
P-119,HD-283
P-119,TB-342
P-120,HD-284
P-120,TB-343
P-121,HD-285
P-121,TB-344
P-122,HD-286
P-122,TB-345
P-123,HD-292
P-123,TB-351
P-124,HD-270
P-124,TB-329
P-125,HD-308
P-125,TB-371
P-125,HD-454
P-125,TB-397
P-125,LB-097
P-125,LB-098
P-125,WN-124
P-127,HD-445
P-127,TB-388
P-128,HD-440
P-128,TB-383
P-129,HD-441
P-129,TB-384
P-130,HD-442
P-130,TB-385
P-131,HD-443
P-131,TB-386
P-132,HD-444
P-132,TB-387
P-133,HD-446
P-133,TB-389
P-134,HD-447
P-134,TB-390
P-135,HD-448
P-135,TB-391
P-136,HD-449
P-136,TB-392
P-137,HD-450
P-137,TB-393
P-138,HD-451
P-138,TB-394
P-139,HD-452
P-139,TB-395
P-140,HD-453
P-140,TB-396
P-141,HD-455
P-141,TB-398
P-142,HD-097
P-142,TB-399
P-143,HD-456
P-143,TB-400
P-145,WN-079
P-145,TB-479
P-145,HD-490
P-145,TB-670
P-146,WN-127
P-147,WN-128
P-147,TB-597
P-147,TB-008
P-148,WN-129
P-148,WN-136
P-149,WN-141
P-150,HD-496
P-150,TB-488
P-150,HD-071
P-150,TB-485
P-150,WN-104
P-150,LB-099
P-150,LB-061
P-151,HD-055
P-151,TB-487
P-152,HD-491
P-152,TB-480
P-153,HD-489
P-153,TB-478
P-154,LB-121
P-154,LB-151
P-155,WN-199
P-156,TB-600
P-157,TB-005
P-157,HD-574
P-158,TB-668
P-159,WN-138
P-160,WN-140
P-161,WN-144
P-162,LF-032
P-162,TB-433
P-162,HD-419
P-162,LB-077
P-162,LB-138
P-163,HD-492
P-163,TB-481
P-164,WN-125
P-165,WN-101
P-166,HD-070
P-166,TB-428
P-167,HD-394
P-167,TB-406
P-168,WN-191
P-169,HD-497
P-169,TB-489
P-170,TB-010
P-170,TB-482
P-170,HD-493
P-170,HD-579
P-171,TB-193
P-171,HD-386
P-171,LB-088
P-172,TB-594
P-172,TB-006
P-172,HD-575
P-174,TB-439
P-174,HD-425
P-174,TB-586
P-174,HD-560
P-175,HD-072
P-175,TB-501
P-175,TB-585
P-175,HD-559
P-176,WN-102
P-176,WN-105
P-178,HD-392
P-178,TB-404
P-178,HD-393
P-178,TB-405
P-179,HD-009
P-179,TB-066
P-180,HD-129
P-180,TB-381
P-181,WN-103
P-182,HD-494
P-182,TB-483
P-183,HD-495
P-183,TB-484
P-184,WN-198
P-186,TB-620
P-187,HD-541
P-187,TB-567
P-188,TB-612
P-188,TB-622
P-192,HD-371
P-192,TB-174
P-193,WN-006
P-195,WN-021
P-196,LB-124
P-196,LB-125
P-197,LB-140
P-198,LB-126
P-198,LB-127
P-199,LB-129
P-200,HD-439
P-200,TB-562
P-201,WN-196
P-203,TB-618
P-204,TB-610
P-205,TB-009
P-205,HD-578
P-205,TB-447
P-205,HD-509
P-205,TB-596
P-205,WN-007
P-206,HD-538
P-206,TB-564
P-207,HD-435
P-207,TB-558
P-208,LF-012
P-210,HD-498
P-210,TB-511
P-211,WN-110
P-211,HD-060
P-211,TB-518
P-212,HD-503
P-212,TB-516
P-213,HD-502
P-213,TB-515
P-214,HD-499
P-214,TB-512
P-215,HD-061
P-215,TB-519
P-215,HD-500
P-215,TB-513
P-216,WN-109
P-217,HD-501
P-217,TB-514
P-218,HD-504
P-218,TB-517
P-218,LB-160
P-219,LB-123
P-220,HD-085
P-220,TB-526
P-220,HD-531
P-220,TB-527
P-220,TB-602
P-221,HD-527
P-221,TB-522
P-222,HD-528
P-222,TB-523
P-223,HD-529
P-223,TB-524
P-224,WN-111
P-225,HD-526
P-225,TB-521
M-238,HD-530
M-238,TB-525
P-236,WN-162
P-238,WN-176
P-244,HD-518
P-244,TB-529
P-247,HD-521
P-247,TB-532
P-249,HD-522
P-249,TB-533
P-250,HD-523
P-250,TB-534
P-251,HD-524
P-251,TB-535
P-253,WN-119
P-253,WN-100
P-254,HD-437
P-254,TB-560
P-255,HD-483
P-255,TB-538
P-255,HD-484
P-255,TB-539
P-256,WN-020
P-257,LF-019
P-258,HD-485
P-258,HD-486
P-258,HD-487
P-258,HD-488
P-258,TB-540
P-258,TB-541
P-258,TB-542
P-258,TB-543
P-258,TB-544
P-259,HD-532
P-259,TB-545
P-260,HD-533
P-260,TB-546
P-261,HD-534
P-261,TB-547
P-262,HD-515
P-262,TB-548
P-263,HD-516
P-263,TB-549
P-264,HD-517
P-264,TB-550
P-265,LF-016
P-266,WN-201
P-266,WN-210
P-266,WN-215
P-267,LF-063
P-268,HD-431
P-268,TB-554
P-269,HD-432
P-269,TB-555
P-270,HD-433
P-270,TB-556
P-271,HD-434
P-271,TB-557
P-272,HD-436
P-272,TB-559
P-273,HD-438
P-273,TB-561
P-275,TB-565
P-275,HD-539
P-276,HD-542
P-276,TB-568
P-277,HD-540
P-277,TB-566
P-278,LB-031
P-278,LB-032
P-278,TB-652
P-278,TB-603
P-279,LB-033
P-279,TB-653
P-280,LB-034
P-280,TB-654
P-281,HD-428
P-281,TB-551
P-282,HD-429
P-282,TB-552
P-283,HD-430
P-283,TB-553
P-284,LF-009
P-284,LF-010
P-284,LF-011
P-284,LF-005
P-284,LF-006
P-285,LF-095
P-289,WN-217
P-293,TB-018
P-293,HD-587
P-293,TB-613
P-293,TB-619
P-293,TB-621
P-294,HD-576
P-295,TB-604
P-296,TB-609
P-296,TB-616
P-297,TB-611
P-298,TB-614
P-299,TB-615
P-300,TB-623
P-301,TB-666
P-302,TB-667
P-303,LF-041
P-304,LF-093
P-305,LF-090
P-305,LF-092
P-305,LF-094
P-305,LF-096
P-306,LF-001
P-306,LF-007
P-306,LF-008
P-307,LB-048
P-307,LB-049
P-308,LB-144
P-308,LB-145
P-309,LB-159
P-309,WN-182
P-309,WN-203
P-310,WN-145
P-311,WN-156
P-312,WN-189
P-312,WN-188
P-313,LF-057
P-313,LF-058
P-313,LF-059
P-315,LB-143
P-316,WN-202
P-317,WN-208
P-318,LB-137
P-319,LB-133
P-319,WN-211
P-320,LB-141
P-321,LB-172
P-322,LB-174
P-323,LB-175
P-324,LB-176
P-325,LB-177
P-326,LB-178
P-327,LB-167
P-327,LB-168
P-327,LB-169
P-328,LB-170
P-328,LB-171
P-328,LB-173
P-329,LB-057
P-329,LB-058
P-331,LB-047
P-331,TB-662
P-332,LF-056
P-333,LF-065
