SPONSOR_NAME,PLAN_NAME,STATE,PARTICIPANTS,TERM_DATE,TRUSTEE_DATE,CIK,ISSUER_NAME,OWNER_NAMES,TITLES,OWNER_COUNT,LEG,TRANSACTION_CODE,TRANSACTION_DATE,SHARES,PRICE_PER_SHARE,TRANSACTION_VALUE,DAYS_BEFORE_TERMINATION
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,GUPTA ASHA,Group President,1,common,S,2016-07-26,917.0,62.7,57495.9,2988
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,HEMUS SIMON C,Vice Chairman,1,common,S,2017-03-03,900.0,60.94,54846.0,2768
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Karst Darren W,SENIOR EXECUTIVE VP,1,common,F,2017-08-20,24294.0,2.22,53932.68000000001,2902
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,LEZAMA HECTOR,Chief Commercial Officer (CCO),1,common,D,2023-11-04,27258.0,1.88,51245.03999999999,331
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,Monteiro de Castro Antonio,,1,common,F,2017-05-24,703.0,70.22,49364.659999999996,2686
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,STANDLEY JOHN T,Chairman/CEO,1,common,F,2018-06-24,24388.0,2.02,49263.76,2594
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,HEMUS SIMON C,Vice Chairman,1,common,S,2017-03-03,800.0,60.93,48744.0,2768
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,STITZEL PATRICIA A,President & COO,1,common,F,2018-02-21,937.0,50.51,47327.869999999995,2413
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Konrad Jocelyn Z,Executive VP,1,common,F,2021-07-08,3212.0,14.67,47120.04,1484
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,POTESHMAN MICHAEL S,Executive Vice President & CFO,1,common,F,2019-02-20,1520.0,30.9,46968.0,2049
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Persaud Andre,"EVP, Retail",1,common,F,2021-02-03,1990.0,22.87,45511.3,1639
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Schroeder Matt,"EVP, Chief Financial Officer",1,common,D,2021-07-17,3094.0,14.58,45110.52,1475
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,Fernandez Calero Miguel Angel,Chief Executive Officer,1,common,F,2022-03-12,2425.0,17.82,43213.5,933
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,Schroeder Matt,"EVP, Chief Financial Officer",1,common,F,2022-07-08,5997.0,7.07,42398.79,1119
RITE AID CORPORATION,THE RITE AID PENSION PLAN,PA,6106.0000,2025-07-31,2025-08-04,84129,RITE AID CORP,GILBERT PAUL D,"EVP, Secretary&General Counsel",1,common,F,2021-08-17,2728.0,15.23,41547.44,1444
TUPPERWARE BRANDS CORPORATION,TUPPERWARE BRANDS CORPORATION BASE RETIREMENT PLAN,FL,584.0000,2024-09-30,2024-11-12,1008654,TUPPERWARE BRANDS CORP,POTESHMAN MICHAEL S,Executive Vice President & CFO,1,common,F,2017-02-28,637.0,60.39,38468.43,2771
